name,review_count,categories,rating,transactions,price,location.zip_code
Eur Haus Food Truck,21,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'german', 'title': 'German'}]",4.5,[],,85251
Jojo Coffeehouse,212,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,['delivery'],$$,85251
Brat Haus,780,"[{'alias': 'german', 'title': 'German'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'belgian', 'title': 'Belgian'}]",4.0,"['delivery', 'pickup']",$$,85251
Cafe Forte,109,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$,85251
Pita Jungle,142,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"['delivery', 'pickup']",$,85251
Mr. Mesquite Street Tacos,159,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"['delivery', 'pickup']",$,85251
El Hefe,444,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]",3.0,['delivery'],$$,85251
New Wave Market,45,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,['delivery'],$$,85251
Clancy's Pub,132,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]",3.0,"['delivery', 'pickup']",$$,85251
The Side Door Corner Store,135,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,['delivery'],$$,85251
Eur Haus Food Truck,21,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'german', 'title': 'German'}]",4.5,[],,85251
Jojo Coffeehouse,212,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,['delivery'],$$,85251
Brat Haus,780,"[{'alias': 'german', 'title': 'German'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'belgian', 'title': 'Belgian'}]",4.0,"['delivery', 'pickup']",$$,85251
Cafe Forte,109,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$,85251
Pita Jungle,142,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"['delivery', 'pickup']",$,85251
Morning Squeeze,736,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"['delivery', 'pickup']",$$,85251
Merci French Cafe & Patisserie,396,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",4.0,['delivery'],$$,85251
Mini Social,11,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],,85251
Metropolis,133,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"['delivery', 'pickup']",$$,85251
Brat Haus,780,"[{'alias': 'german', 'title': 'German'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'belgian', 'title': 'Belgian'}]",4.0,"['pickup', 'delivery']",$$,85251
Cafe Forte,109,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$,85251
Pita Jungle,142,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"['pickup', 'delivery']",$,85251
Morning Squeeze,736,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"['pickup', 'delivery']",$$,85251
Merci French Cafe & Patisserie,396,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",4.0,['delivery'],$$,85251
Mini Social,11,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],,85251
Metropolis,133,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"['pickup', 'delivery']",$$,85251
Mowry & Cotton,119,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,['delivery'],$$,85251
Lumberjack's Taco Shack,12,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,['delivery'],,85251
Berdena's,220,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['pickup', 'delivery']",$$,85251
La Señora,23,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,['delivery'],,85251
Koibito Poke - Waterfront,29,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,['delivery'],$$,85251
Pita Jungle,142,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"['pickup', 'delivery']",$,85251
Morning Squeeze,736,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"['pickup', 'delivery']",$$,85251
Merci French Cafe & Patisserie,396,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",4.0,['delivery'],$$,85251
Mini Social,11,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],,85251
Metropolis,133,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"['pickup', 'delivery']",$$,85251
Mowry & Cotton,119,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,['delivery'],$$,85251
Lumberjack's Taco Shack,12,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,['delivery'],,85251
Berdena's,220,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['pickup', 'delivery']",$$,85251
La Señora,23,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,['delivery'],,85251
Koibito Poke - Waterfront,29,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,['delivery'],$$,85251
Cartel Coffee Lab,545,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$,85251
Capriotti's Sandwich Shop,249,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"['pickup', 'delivery']",$$,85251
Top Marks Cafe,160,"[{'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$,85251
Amici Marketplace,7,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],,85251
Mini Social,11,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],,85251
Metropolis,133,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"['delivery', 'pickup']",$$,85251
Mowry & Cotton,119,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,['delivery'],$$,85251
Lumberjack's Taco Shack,12,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,['delivery'],,85251
Berdena's,220,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['delivery', 'pickup']",$$,85251
La Señora,23,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,['delivery'],,85251
Koibito Poke - Waterfront,29,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,['delivery'],$$,85251
Cartel Coffee Lab,545,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$,85251
Capriotti's Sandwich Shop,249,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"['delivery', 'pickup']",$$,85251
Top Marks Cafe,160,"[{'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$,85251
Amici Marketplace,7,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],,85251
Philadelphia Sandwich Company,225,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"['delivery', 'pickup']",$,85251
3rd Avenue Grill,5,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],,85251
Sauce Pizza & Wine,313,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"['delivery', 'pickup']",$$,85251
Lumberjack's Taco Shack,12,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,['delivery'],,85251
Berdena's,220,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['delivery', 'pickup']",$$,85251
La Señora,23,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,['delivery'],,85251
Koibito Poke - Waterfront,29,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,['delivery'],$$,85251
Cartel Coffee Lab,545,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$,85251
Capriotti's Sandwich Shop,249,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"['delivery', 'pickup']",$$,85251
Top Marks Cafe,160,"[{'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$,85251
Amici Marketplace,7,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],,85251
Philadelphia Sandwich Company,225,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"['delivery', 'pickup']",$,85251
3rd Avenue Grill,5,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],,85251
Sauce Pizza & Wine,313,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"['delivery', 'pickup']",$$,85251
Mercado Y Carniceria Cuernavaca,25,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],$,85251
Pita House,251,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'greek', 'title': 'Greek'}]",2.5,"['delivery', 'pickup']",$$,85251
Long Wongs,58,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.5,['delivery'],$,85251
Top Marks Cafe,160,"[{'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$,85251
Amici Marketplace,7,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],,85251
Philadelphia Sandwich Company,225,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"['pickup', 'delivery']",$,85251
3rd Avenue Grill,5,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],,85251
Sauce Pizza & Wine,313,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"['pickup', 'delivery']",$$,85251
Mercado Y Carniceria Cuernavaca,25,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],$,85251
Pita House,251,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'greek', 'title': 'Greek'}]",2.5,"['pickup', 'delivery']",$$,85251
Long Wongs,58,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.5,['delivery'],$,85251
DJ's of Scottsdale,77,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'djs', 'title': 'DJs'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$,85251
Arcadia Farms Marketplace,25,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,85251
Alo Cafe,519,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['pickup', 'delivery']",$$,85251
Joe's New York Pizza,412,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"['pickup', 'delivery']",$,85251
Press Coffee - Waterfront,66,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,85251
3rd Avenue Grill,5,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],,85251
Sauce Pizza & Wine,313,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"['pickup', 'delivery']",$$,85251
Mercado Y Carniceria Cuernavaca,25,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],$,85251
Pita House,251,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'greek', 'title': 'Greek'}]",2.5,"['pickup', 'delivery']",$$,85251
Long Wongs,58,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.5,['delivery'],$,85251
DJ's of Scottsdale,77,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'djs', 'title': 'DJs'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$,85251
Arcadia Farms Marketplace,25,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,85251
Alo Cafe,519,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['pickup', 'delivery']",$$,85251
Joe's New York Pizza,412,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"['pickup', 'delivery']",$,85251
Press Coffee - Waterfront,66,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,85251
Food And Things Liquor & Deli,7,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"['pickup', 'delivery']",$$$,85251
Pita House,251,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'greek', 'title': 'Greek'}]",2.5,"['pickup', 'delivery']",$$,85251
Long Wongs,58,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.5,['delivery'],$,85251
DJ's of Scottsdale,77,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'djs', 'title': 'DJs'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$,85251
Arcadia Farms Marketplace,25,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,85251
Alo Cafe,519,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['pickup', 'delivery']",$$,85251
Joe's New York Pizza,412,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"['pickup', 'delivery']",$,85251
Press Coffee - Waterfront,66,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,85251
Food And Things Liquor & Deli,7,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"['pickup', 'delivery']",$$$,85251
Oscar’s Taco Shop,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,['delivery'],,85251
Marcellino Ristorante,400,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,85251
DJ's of Scottsdale,77,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'djs', 'title': 'DJs'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$,85251
Arcadia Farms Marketplace,25,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,85251
Alo Cafe,519,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['delivery', 'pickup']",$$,85251
Joe's New York Pizza,412,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"['delivery', 'pickup']",$,85251
Press Coffee - Waterfront,66,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,85251
Food And Things Liquor & Deli,7,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"['delivery', 'pickup']",$$$,85251
Oscar’s Taco Shop,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,['delivery'],,85251
Marcellino Ristorante,400,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,85251
Positively Frosted,13,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",5.0,[],,85251
America's Taco Shop,174,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['delivery', 'pickup']",$,85251
David's Hamburgers,275,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"['delivery', 'pickup']",$,85251
The Gelato Spot,458,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"['delivery', 'pickup']",$,85251
Press Coffee - Waterfront,66,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,85251
Food And Things Liquor & Deli,7,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"['delivery', 'pickup']",$$$,85251
Oscar’s Taco Shop,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,['delivery'],,85251
Marcellino Ristorante,400,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,85251
Positively Frosted,13,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",5.0,[],,85251
America's Taco Shop,174,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['delivery', 'pickup']",$,85251
David's Hamburgers,275,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"['delivery', 'pickup']",$,85251
The Gelato Spot,458,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"['delivery', 'pickup']",$,85251
Dickey's Barbecue Pit,169,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'southern', 'title': 'Southern'}]",3.5,"['delivery', 'pickup']",$$,85251
Oscar’s Taco Shop,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,['delivery'],,85251
Marcellino Ristorante,400,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,85251
Positively Frosted,13,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",5.0,[],,85251
America's Taco Shop,174,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['delivery', 'pickup']",$,85251
David's Hamburgers,275,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"['delivery', 'pickup']",$,85251
The Gelato Spot,458,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"['delivery', 'pickup']",$,85251
Dickey's Barbecue Pit,169,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'southern', 'title': 'Southern'}]",3.5,"['delivery', 'pickup']",$$,85251
