,date,county,state,fips,cases,deaths,county_fips_all,timestamp,cldCvrMin,cldCvrAvg,cldCvrMax,dewPtMin,dewPtAvg,dewPtMax,feelsLikeMin,feelsLikeAvg,feelsLikeMax,heatIndexMin,heatIndexAvg,heatIndexMax,mslPresMin,mslPresAvg,mslPresMax,precip,presTendMin,presTendAvg,presTendMax,radSolarMin,radSolarAvg,radSolarMax,radSolarTot,relHumMin,relHumAvg,relHumMax,sfcPresMin,sfcPresAvg,sfcPresMax,snowDepth,snowfall,spcHumMin,spcHumAvg,spcHumMax,tempMin,tempAvg,tempMax,windChillMin,windChillAvg,windChillMax,windDirAvg,windDir80mAvg,windDir100mAvg,windSpdMin,windSpdAvg,windSpdMax,windSpd80mMin,windSpd80mAvg,windSpd80mMax,windSpd100mMin,windSpd100mAvg,windSpd100mMax,wetBulbMin,wetBulbAvg,wetBulbMax
173,2020-03-15,Lee,Georgia,13177,2,0,13177,2020-03-15,0.0,2.0,24.5,57.3,59.0,61.05,59.7,72.30000000000001,83.9,59.7,72.30000000000001,83.9,1021.3,1023.5,1025.7,0.0,-0.7,0.0,1.15,0.0,254.95,854.3,6117.95,40.650000000000006,66.55,93.75,1015.1500000000001,1016.6500000000001,1018.5,0.0,0.0,10.05,10.6,11.4,59.7,72.0,83.85,59.7,72.0,83.85,15.5,44.0,38.0,0.0,2.6500000000000004,8.9,1.45,7.05,14.3,2.3,6.75,12.95,58.55,63.95,68.4
174,2020-03-15,Clinton,Illinois,17027,1,0,17027,2020-03-15,26.5,94.0,100.0,30.9,32.7,34.849999999999994,29.25,34.8,41.400000000000006,34.650000000000006,38.05,41.8,1029.85,1032.5,1035.65,0.0,-1.05,-0.1,0.7,0.0,124.9,477.05,2997.8500000000004,70.8,81.0,91.15,1012.6,1016.25,1019.2,0.0,0.0,3.6,3.8499999999999996,4.25,34.650000000000006,38.05,41.8,29.25,34.8,41.400000000000006,33.0,42.0,43.5,0.0,4.45,8.0,2.45,9.1,16.5,2.75,9.35,16.5,33.599999999999994,35.900000000000006,38.400000000000006
175,2020-03-15,Cook,Illinois,17031,76,0,17031,2020-03-15,0.0,48.0,100.0,25.549999999999997,27.1,28.65,24.15,28.7,33.15,29.25,33.95,39.150000000000006,1031.8,1035.45,1038.65,0.0,-0.9,-0.2,0.6,0.0,182.9,625.5,4389.8,60.25,76.25,89.9,1005.0,1009.1500000000001,1012.0,0.05,0.0,2.9,3.1,3.3,29.25,33.95,39.150000000000006,24.15,28.7,33.15,48.0,45.5,44.5,0.1,6.35,9.95,7.05,10.149999999999999,15.25,6.300000000000001,10.3,16.799999999999997,28.35,31.5,35.0
176,2020-03-15,Cumberland,Illinois,17035,1,0,17035,2020-03-15,33.0,79.0,100.0,30.7,32.5,34.5,27.3,34.5,42.0,33.0,38.3,44.3,1030.0,1032.6,1036.1,0.0,-1.1,-0.1,0.9,0.0,147.5,626.6,3539.8,66.2,80.2,92.9,1006.6,1010.1,1013.3,0.0,0.0,3.6,3.9,4.2,33.0,38.3,44.3,27.3,34.5,42.0,52.0,57.0,56.0,2.3,5.1,7.5,6.4,12.2,17.8,7.2,12.2,16.8,32.3,36.0,40.1
177,2020-03-15,DuPage,Illinois,17043,1,0,17043,2020-03-15,0.0,49.0,100.0,25.7,27.2,28.7,24.3,28.9,34.0,29.4,34.2,39.6,1031.8,1035.4,1038.6,0.0,-0.9,-0.2,0.6,0.0,180.9,618.9,4342.5,59.7,75.9,90.0,1005.0,1009.1,1011.9,0.0,0.0,2.9,3.1,3.3,29.4,34.2,39.6,24.3,28.9,34.0,46.0,46.0,45.0,0.1,6.4,10.0,7.1,10.1,15.2,6.4,10.3,16.7,28.5,31.7,35.4
178,2020-03-15,Sangamon,Illinois,17167,2,0,17167,2020-03-15,5.0,68.0,100.0,29.0,31.4,33.6,24.7,32.5,39.7,31.5,37.6,43.1,1030.1,1033.7,1036.9,0.0,-1.1,-0.2,0.7,0.0,186.9,697.5,4485.2,64.8,78.8,91.0,1007.8,1012.5,1015.3,0.8,0.0,3.3,3.7,4.0,31.5,37.6,43.1,24.7,32.5,39.7,54.0,59.0,60.0,3.4,6.8,10.8,6.9,12.2,18.4,7.6,12.7,18.3,30.7,35.1,38.7
179,2020-03-15,St. Clair,Illinois,17163,2,0,17163,2020-03-15,21.0,95.0,100.0,30.7,32.0,33.2,28.8,33.9,39.4,34.6,37.3,39.8,1029.9,1032.6,1035.7,0.0,-1.2,-0.1,0.8,0.0,133.7,500.8,3209.6,73.5,81.5,89.6,1010.4,1014.2,1017.0,0.0,0.0,3.6,3.8,4.0,34.6,37.3,39.8,28.8,33.9,39.4,33.0,42.0,43.0,0.3,4.5,7.2,2.7,8.6,16.0,2.7,8.6,16.0,33.2,35.2,36.8
180,2020-03-15,Boone,Indiana,18011,1,0,18011,2020-03-15,23.0,59.0,98.0,29.5,30.8,32.2,23.3,29.3,38.2,31.5,36.2,43.70000000000001,1030.9,1033.2,1036.1,0.0,-1.1,0.0,0.9,0.0,174.1,664.4,4178.3,61.79999999999999,81.1,94.7,1000.2000000000002,1002.4,1004.9,0.6999999999999998,0.0,3.4,3.6,3.7999999999999994,31.5,36.2,43.70000000000001,23.3,29.3,38.2,58.0,66.0,64.0,5.7,9.6,12.9,9.1,11.5,14.300000000000002,8.2,11.0,14.300000000000002,30.899999999999995,34.1,39.0
181,2020-03-15,Howard,Indiana,18067,1,0,18067,2020-03-15,0.0,44.0,100.0,29.8,31.6,33.8,24.9,30.9,38.9,31.2,35.6,42.9,1031.2,1033.5,1036.1,0.0,-0.8,0.0,0.8,0.0,180.2,675.5,4326.3,66.7,86.0,98.9,1001.9,1004.0,1006.3,0.9,0.0,3.5,3.7,4.1,31.2,35.6,42.9,24.9,30.9,38.9,66.0,70.0,68.0,1.6,5.9,8.3,7.3,10.8,16.4,7.5,10.2,13.2,30.7,34.0,38.9
182,2020-03-15,Johnson,Indiana,18081,3,0,18081,2020-03-15,27.666666666666668,76.33333333333333,100.0,28.333333333333332,31.03333333333333,33.46666666666667,24.766666666666666,32.1,40.800000000000004,32.23333333333333,37.666666666666664,44.6,1030.4666666666667,1032.3333333333333,1035.3,0.0,-0.9,0.0,0.8666666666666667,0.0,176.5,678.9333333333334,4235.8,62.4,77.23333333333333,91.60000000000001,1003.9333333333334,1005.9,1008.4666666666667,0.0,0.0,3.266666666666667,3.6666666666666665,4.033333333333333,32.23333333333333,37.666666666666664,44.6,24.766666666666666,32.1,40.800000000000004,54.0,55.666666666666664,55.333333333333336,2.9,7.8,10.833333333333334,7.666666666666667,12.533333333333333,18.7,7.8,12.033333333333333,17.7,30.933333333333334,35.03333333333334,39.833333333333336
183,2020-03-15,Noble,Indiana,18113,1,0,18113,2020-03-15,0.0,10.0,50.0,22.7,27.5,29.9,23.4,30.7,41.3,29.7,36.1,45.1,1031.9,1034.0,1036.6,0.0,-0.8,0.0,0.6,0.0,230.4,765.7,5528.0,50.7,71.9,92.8,998.6,1000.5,1003.1,0.1,0.0,2.6,3.2,3.5,29.7,36.1,45.1,23.4,30.7,41.3,63.0,68.0,67.0,4.3,6.6,9.4,6.4,10.1,17.8,6.4,9.1,12.0,28.4,33.0,38.9
184,2020-03-15,Clark,Nevada,32003,16,0,32003,2020-03-15,0.0,8.0,68.0,35.2,40.6,44.2,46.3,55.3,63.7,48.0,55.5,63.7,1014.4,1015.6,1017.5,0.0,-0.9,0.0,0.5,0.0,262.1,856.8,6291.4,34.7,59.5,81.4,921.7,922.6,923.8,0.0,0.0,4.8,5.9,6.7,48.0,55.5,63.7,46.3,55.3,63.7,253.0,237.0,225.0,0.2,3.8,9.4,3.3,9.2,18.7,4.6,8.4,15.0,45.1,48.3,51.0
185,2020-03-16,Charlotte,Florida,12015,1,0,12015,2020-03-16,0.0,4.0,38.0,60.650000000000006,64.05000000000001,67.65,64.44999999999999,74.55000000000001,85.6,64.44999999999999,74.55000000000001,85.6,1019.9,1021.75,1023.3499999999999,0.0,-0.95,0.0,0.8,0.0,270.25,909.1500000000001,6486.4,47.95,74.25,95.44999999999999,1019.8,1021.5999999999999,1023.45,0.0,0.0,11.25,12.600000000000001,14.25,64.44999999999999,73.80000000000001,84.15,64.44999999999999,73.80000000000001,84.15,83.5,96.5,104.5,2.1,5.949999999999999,9.75,6.65,10.2,16.0,4.9,8.6,13.0,63.55,67.5,70.4
186,2020-03-16,Citrus,Florida,12017,1,0,12017,2020-03-16,0.0,5.0,23.0,57.8,62.9,67.0,59.4,73.7,88.0,59.4,73.7,88.0,1020.8,1022.7,1024.5,0.0,-1.2,0.0,0.7,0.0,230.2,854.5,5524.5,45.9,73.7,94.8,1020.2,1021.9,1024.1,0.0,0.0,10.0,12.1,13.9,59.4,72.8,86.2,59.4,72.8,86.2,90.0,88.0,91.0,0.4,4.3,9.3,4.9,11.0,19.2,5.7,10.4,16.3,58.4,66.3,71.3
187,2020-03-16,Clay,Florida,12019,3,0,12019,2020-03-16,9.5,67.0,95.0,61.45,62.65,64.9,64.75,68.4,74.4,64.75,68.4,74.4,1022.7,1024.15,1025.75,0.0,-0.9,0.0,0.6,0.0,187.7,597.2,4505.85,68.85,82.7,92.1,1023.15,1024.2,1025.9499999999998,0.0,0.0,11.4,11.95,12.9,64.75,68.35,74.15,64.75,68.35,74.15,49.0,56.5,62.5,2.3,9.45,13.600000000000001,4.949999999999999,13.350000000000001,18.75,7.0,13.5,18.35,62.650000000000006,64.7,67.1
188,2020-03-16,Collier,Florida,12021,6,0,12021,2020-03-16,0.0,2.0,22.0,64.4,67.5,69.7,68.0,74.6,82.9,68.0,74.6,82.9,1019.8,1021.5,1023.1,0.0,-0.8,0.0,1.0,0.0,272.8,921.4,6546.7,58.2,82.2,94.5,1020.2,1022.0,1023.6,0.0,0.0,12.9,14.2,15.3,68.0,73.6,80.7,68.0,73.6,80.7,219.0,217.0,146.0,1.3,4.7,10.0,0.8,5.0,10.9,2.1,4.9,8.6,66.7,69.5,71.5
189,2020-03-16,Duval,Florida,12031,5,0,12031,2020-03-16,10.0,70.0,95.0,61.4,62.5,65.1,64.9,68.7,75.2,64.9,68.7,75.2,1022.7,1024.2,1025.8,0.0,-0.9,0.0,0.6,0.0,182.2,578.2,4374.1,67.3,81.4,91.6,1022.8,1023.9,1025.6,0.0,0.0,11.4,11.9,13.0,64.9,68.6,74.7,64.9,68.6,74.7,50.0,57.0,63.0,2.1,9.3,13.4,4.8,13.4,19.0,6.9,13.5,18.5,62.7,64.7,67.2
190,2020-03-16,Escambia,Florida,12033,1,0,12033,2020-03-16,0.0,4.0,38.0,58.9,62.8,66.0,63.0,69.0,76.1,63.0,69.0,76.1,1020.5,1022.4,1024.5,0.0,-0.9,-0.1,0.9,0.0,255.2,822.7,6123.4,70.8,81.6,90.6,1019.8,1021.0,1023.0,0.0,0.0,10.5,12.1,13.5,63.0,68.8,74.9,63.0,68.8,74.9,128.0,145.0,156.0,0.0,3.9,7.8,2.7,7.8,13.6,2.4,7.2,12.9,61.0,64.9,68.7
191,2020-03-16,Lake,Florida,12069,1,0,12069,2020-03-16,0.0,14.0,54.0,61.8,64.65,68.15,64.8,73.45,83.9,64.8,73.45,83.9,1021.45,1023.0999999999999,1024.75,0.0,-1.15,0.0,0.7,0.0,195.35,690.9,4688.95,56.5,77.95,95.1,1019.95,1021.3,1023.1,0.0,0.0,11.6,12.850000000000001,14.5,64.8,72.5,81.6,64.8,72.5,81.6,78.5,79.5,83.5,0.45,3.8,7.300000000000001,7.3,11.45,16.450000000000003,5.6,10.850000000000001,14.0,63.1,67.35,70.95
192,2020-03-16,Lee,Florida,12071,5,2,12071,2020-03-16,0.0,5.0,59.0,58.7,62.2,66.6,64.6,75.2,85.4,64.6,75.2,85.4,1019.8,1021.7,1023.3,0.0,-1.0,0.0,0.8,0.0,269.1,909.1,6459.5,41.0,68.6,96.3,1019.4,1021.4,1023.2,0.0,0.0,10.6,11.8,13.7,64.6,74.7,85.2,64.6,74.7,85.2,88.0,97.0,101.0,1.6,5.3,9.3,7.5,11.1,15.8,6.6,9.1,12.3,63.8,66.8,69.0
193,2020-03-16,Santa Rosa,Florida,12113,1,1,12113,2020-03-16,0.0,6.0,62.0,57.2,60.2,64.0,60.5,69.2,80.8,60.5,69.2,80.8,1020.2,1022.3,1024.4,0.05,-0.9,-0.1,1.0,0.0,243.6,829.8,5845.1,55.2,75.4,93.7,1019.2,1020.6,1022.6,0.0,0.0,9.8,11.0,12.6,60.5,68.8,80.0,60.5,68.8,80.0,202.0,225.0,180.0,0.0,3.7,11.1,1.0,8.4,13.6,1.5,7.5,13.5,59.3,63.4,68.8
194,2020-03-16,Sarasota,Florida,12115,3,0,12115,2020-03-16,0.0,2.5,14.0,61.05,64.55000000000001,68.6,63.2,74.45,86.25,63.2,74.45,86.25,1019.95,1021.8499999999999,1023.45,0.0,-0.95,0.0,0.9,0.0,266.2,905.9000000000001,6388.6,51.25,75.6,94.0,1019.4000000000001,1021.15,1023.0,0.0,0.0,11.3,12.850000000000001,14.75,63.2,73.5,83.94999999999999,63.2,73.5,83.94999999999999,82.5,99.5,106.0,1.55,5.65,9.2,6.55,10.3,17.45,5.800000000000001,9.55,15.95,61.9,67.6,71.4
195,2020-03-16,Seminole,Florida,12117,4,0,12117,2020-03-16,0.0,9.0,47.0,63.5,65.5,67.5,66.5,73.3,82.2,66.5,73.3,82.2,1021.4,1023.1,1024.7,0.0,-1.0,0.0,0.7,0.0,179.8,665.7,4316.6,60.3,79.0,92.0,1018.1,1019.7,1021.6,0.0,0.0,12.3,13.3,14.2,66.5,72.6,79.8,66.5,72.6,79.8,84.0,83.0,86.0,0.0,2.4,5.6,1.0,9.4,13.4,2.4,9.2,13.1,64.7,67.8,70.2
196,2020-03-16,St. Johns,Florida,12109,2,0,12109,2020-03-16,1.0,36.0,89.0,62.7,64.3,66.2,64.8,70.8,79.1,64.8,70.8,79.1,1022.4,1023.9,1025.5,0.0,-0.8,0.0,0.7,0.0,212.2,739.5,5092.4,67.0,82.8,94.6,1021.7,1022.8,1024.5,0.0,0.0,12.0,12.7,13.5,64.8,70.2,76.4,64.8,70.2,76.4,50.0,54.0,63.0,2.5,7.4,12.5,7.6,13.1,16.8,7.4,12.8,17.2,63.6,66.3,68.7
197,2020-03-16,Volusia,Florida,12127,7,0,12127,2020-03-16,0.0,18.0,60.0,61.6,64.6,68.2,64.3,72.5,83.2,64.3,72.5,83.2,1021.7,1023.3,1024.9,0.0,-1.1,0.0,0.7,0.0,189.1,686.8,4538.2,58.2,80.0,97.3,1021.3,1022.5,1024.2,0.0,0.0,11.5,12.8,14.5,64.3,71.6,80.8,64.3,71.6,80.8,71.0,73.0,78.0,0.0,3.5,7.4,6.0,11.1,16.1,4.6,10.8,14.1,62.7,67.0,70.7
198,2020-03-16,Cherokee,Georgia,13057,4,0,13057,2020-03-16,79.0,95.0,100.0,45.9,47.4,51.3,41.8,45.2,52.2,47.0,49.5,53.1,1023.0,1024.6,1026.5,0.0,-0.8,-0.1,0.5,0.0,92.8,318.5,2228.1,87.2,92.7,99.2,966.9,968.3,970.5,0.0,0.0,6.8,7.2,8.3,47.0,49.5,53.1,41.8,45.2,52.2,123.0,115.0,117.0,1.1,10.6,13.2,5.1,14.6,18.8,6.3,12.2,15.6,46.6,48.3,52.0
199,2020-03-16,Coweta,Georgia,13077,2,0,13077,2020-03-16,80.0,98.0,100.0,54.3,55.0,56.1,56.0,58.0,61.4,56.4,58.4,61.4,1022.6,1024.2,1026.0,0.0,-1.0,-0.1,0.6,0.0,113.4,466.2,2721.6,79.3,88.2,95.0,991.7,993.3,995.5,0.0,0.0,9.1,9.3,9.7,56.4,58.4,61.4,56.0,58.0,61.4,102.0,85.0,88.0,0.3,4.6,7.0,4.0,8.3,11.3,4.9,8.3,10.6,55.3,56.4,57.6
200,2020-03-16,Dougherty,Georgia,13095,6,0,13095,2020-03-16,0.0,27.0,94.0,57.55,60.3,62.55,62.9,69.15,78.8,62.9,69.15,78.8,1021.2,1023.45,1025.6,0.0,-1.2,0.0,1.05,0.0,163.05,747.0999999999999,3913.85,60.25,74.44999999999999,89.9,1014.55,1016.7,1018.95,0.0,0.0,10.05,11.1,12.05,62.9,68.85,76.5,62.9,68.85,76.5,91.5,94.5,99.0,3.25,5.449999999999999,8.5,8.35,12.5,17.05,9.149999999999999,12.5,16.55,60.1,63.5,67.25
201,2020-03-16,Floyd,Georgia,13115,4,0,13115,2020-03-16,86.0,97.0,100.0,46.7,49.7,52.2,48.5,52.7,56.0,49.8,53.4,56.8,1022.5,1024.4,1026.7,0.0,-0.9,-0.1,0.6,0.0,65.6,291.9,1574.8,82.6,87.6,97.0,999.7,1001.5,1003.5,0.0,0.0,6.8,7.6,8.3,49.8,53.4,56.8,48.5,52.7,56.0,81.0,105.0,112.0,0.6,4.0,6.8,2.8,8.7,12.6,4.0,8.3,11.6,48.4,51.3,53.8
202,2020-03-16,Lee,Georgia,13177,2,0,13177,2020-03-16,0.0,27.0,94.0,57.55,60.3,62.55,62.9,69.15,78.8,62.9,69.15,78.8,1021.2,1023.45,1025.6,0.0,-1.2,0.0,1.05,0.0,163.05,747.0999999999999,3913.85,60.25,74.44999999999999,89.9,1014.55,1016.7,1018.95,0.0,0.0,10.05,11.1,12.05,62.9,68.85,76.5,62.9,68.85,76.5,91.5,94.5,99.0,3.25,5.449999999999999,8.5,8.35,12.5,17.05,9.149999999999999,12.5,16.55,60.1,63.5,67.25
203,2020-03-16,Clinton,Illinois,17027,1,0,17027,2020-03-16,37.0,92.0,100.0,32.25,37.35,41.7,33.05,38.900000000000006,43.8,33.2,39.85,44.15,1021.75,1025.3,1029.85,0.12,-1.45,-0.3,1.0,0.0,91.65,531.0,2200.0,81.65,90.6,98.4,1005.75,1008.7,1012.45,0.0,0.0,3.8,4.75,5.55,33.2,39.85,44.15,33.05,38.900000000000006,43.8,177.0,198.5,192.5,0.0,2.1,5.25,1.4,5.4,8.45,2.2,5.3,8.05,32.85,38.75,42.15
204,2020-03-16,Cook,Illinois,17031,76,0,17031,2020-03-16,0.0,68.0,100.0,25.3,32.05,36.2,25.8,31.9,34.95,27.55,34.7,39.0,1019.8499999999999,1024.7,1031.1,0.08,-1.15,-0.4,0.25,0.0,116.05000000000001,416.15,2784.35,76.1,90.15,94.55000000000001,994.75,998.7,1004.0,0.0,0.0,2.9,3.9,4.5,27.55,34.7,39.0,25.8,31.9,34.95,225.0,204.5,209.5,0.55,3.7,6.0,3.75,7.9,13.4,2.75,8.25,12.25,26.799999999999997,33.650000000000006,37.75
205,2020-03-16,Cumberland,Illinois,17035,1,0,17035,2020-03-16,19.0,92.0,100.0,32.7,36.8,39.8,34.4,38.9,41.4,37.7,40.5,43.2,1021.3,1025.3,1030.2,0.02,-1.6,-0.3,1.0,0.0,106.1,458.1,2546.6,78.9,86.9,97.0,999.3,1002.5,1006.2,0.0,0.0,3.9,4.6,5.2,37.7,40.5,43.2,34.4,38.9,41.4,178.0,172.0,174.0,0.2,3.0,4.9,4.6,7.7,15.2,3.9,7.3,14.1,35.7,38.9,41.0
206,2020-03-16,DuPage,Illinois,17043,5,0,17043,2020-03-16,0.0,69.0,100.0,25.3,32.1,36.1,25.5,32.1,35.1,27.5,34.7,39.0,1019.9,1024.7,1031.1,0.09,-1.2,-0.4,0.3,0.0,117.7,417.0,2823.7,75.8,90.1,94.4,994.8,998.7,1004.0,0.0,0.0,2.9,3.9,4.5,27.5,34.7,39.0,25.5,32.1,35.1,226.0,203.0,209.0,0.4,3.5,5.7,3.8,7.8,13.5,3.0,8.2,12.0,26.7,33.7,37.7
207,2020-03-16,Sangamon,Illinois,17167,3,0,17167,2020-03-16,19.0,81.0,100.0,33.5,35.9,37.8,34.5,37.0,39.4,37.5,39.3,41.3,1022.1,1025.1,1030.2,0.09,-1.2,-0.3,0.5,0.0,108.3,395.9,2599.3,81.8,87.0,91.2,1001.3,1003.8,1007.9,0.0,0.0,4.0,4.4,4.8,37.5,39.3,41.3,34.5,37.0,39.4,208.0,199.0,199.0,0.1,3.8,7.9,1.3,5.9,8.6,2.3,6.1,8.8,36.0,37.8,39.6
208,2020-03-16,St. Clair,Illinois,17163,2,0,17163,2020-03-16,42.0,95.0,100.0,29.7,37.2,41.3,33.5,39.2,43.7,33.5,39.9,43.7,1021.9,1025.1,1029.6,0.07,-1.1,-0.3,1.0,0.0,104.7,558.2,2513.8,85.2,90.0,97.8,1003.4,1006.3,1010.3,0.0,0.0,3.4,4.7,5.5,33.5,39.9,43.7,33.5,39.2,43.7,177.0,174.0,170.0,0.2,2.0,4.4,0.8,3.7,6.6,1.3,3.5,6.3,32.0,38.7,42.2
209,2020-03-16,Boone,Indiana,18011,1,0,18011,2020-03-16,13.0,86.0,100.0,30.399999999999995,34.6,38.8,29.8,36.5,41.7,35.0,39.4,43.79999999999999,1020.7000000000002,1025.5,1030.9,0.05000000000000001,-1.1,-0.4000000000000001,0.8000000000000002,0.0,138.9,704.9,3332.6,70.6,83.1,93.90000000000002,990.5,994.6,999.1,0.0,0.0,3.6,4.3,5.0,35.0,39.4,43.79999999999999,29.8,36.5,41.7,166.0,171.0,187.0,0.3,4.4,7.7,3.0,7.7,13.4,3.9,7.099999999999999,10.800000000000002,33.2,37.4,40.3
210,2020-03-16,Howard,Indiana,18067,2,0,18067,2020-03-16,15.0,83.0,100.0,26.0,33.5,39.1,25.9,35.4,43.3,32.6,37.7,43.3,1020.5,1025.5,1031.2,0.06,-1.5,-0.4,1.2,0.0,166.1,720.0,3986.3,73.3,84.6,99.0,991.5,996.1,1001.3,0.1,0.0,3.0,4.2,5.1,32.6,37.7,43.3,25.9,35.4,43.3,120.0,130.0,163.0,0.0,3.2,8.0,2.9,7.6,19.6,4.0,7.0,13.4,30.5,36.0,40.4
211,2020-03-16,Johnson,Indiana,18081,3,0,18081,2020-03-16,25.0,88.0,100.0,32.06666666666667,35.63333333333333,39.766666666666666,34.199999999999996,40.06666666666666,45.6,37.6,42.233333333333334,47.300000000000004,1020.9,1025.4333333333334,1030.4,0.013333333333333334,-1.2666666666666666,-0.4000000000000001,0.9,0.0,132.20000000000002,462.9666666666667,3173.066666666667,65.93333333333332,77.83333333333333,89.03333333333335,994.8666666666667,998.6999999999999,1002.9,0.0,0.0,3.8333333333333335,4.433333333333334,5.2,37.6,42.233333333333334,47.300000000000004,34.199999999999996,40.06666666666666,45.6,187.0,148.66666666666666,167.66666666666666,0.9666666666666667,4.033333333333334,6.8999999999999995,2.4666666666666663,6.366666666666667,11.866666666666667,2.433333333333333,5.766666666666666,10.366666666666665,35.56666666666667,39.4,42.56666666666667
212,2020-03-16,Noble,Indiana,18113,1,0,18113,2020-03-16,0.0,60.0,100.0,21.6,29.2,35.6,22.0,31.8,39.5,29.1,35.2,40.2,1020.0,1025.6,1032.0,0.0,-1.6,-0.5,0.8,0.0,166.6,643.0,3997.5,67.6,78.8,93.7,987.3,992.3,998.0,0.0,0.0,2.5,3.5,4.5,29.1,35.2,40.2,22.0,31.8,39.5,142.0,143.0,156.0,0.3,4.0,8.5,2.0,8.5,16.4,2.8,8.0,16.4,27.3,33.0,37.0
213,2020-03-16,Clark,Nevada,32003,35,1,32003,2020-03-16,0.0,9.0,53.0,34.6,38.2,42.0,41.8,53.3,63.7,43.1,54.1,63.7,1010.5,1012.8,1015.9,0.0,-2.1,-0.2,0.7,0.0,258.4,865.4,6202.7,35.0,57.2,88.6,916.3,919.5,922.7,0.0,0.0,4.7,5.3,6.2,43.1,54.1,63.7,41.8,53.3,63.7,138.0,167.0,170.0,0.1,5.6,17.6,0.9,10.9,23.9,2.2,9.6,20.7,41.5,46.6,51.3
214,2020-03-17,Charlotte,Florida,12015,1,0,12015,2020-03-17,0.0,10.5,51.5,62.65,65.75,68.55,64.1,75.0,85.65,64.1,75.0,85.65,1020.4000000000001,1021.9,1023.45,0.0,-1.0,0.0,0.8500000000000001,0.0,233.95,843.55,5614.2,57.5,77.69999999999999,95.5,1020.6500000000001,1021.95,1023.75,0.0,0.0,11.95,13.399999999999999,14.75,64.1,73.65,82.85,64.1,73.65,82.85,124.0,111.5,116.5,1.0499999999999998,5.050000000000001,10.25,4.85,8.65,13.1,4.05,8.350000000000001,13.05,63.2,68.35,72.25
215,2020-03-17,Citrus,Florida,12017,2,0,12017,2020-03-17,0.0,14.0,78.0,60.7,64.4,68.6,62.4,72.4,84.2,62.4,72.4,84.2,1021.4,1022.7,1024.2,0.0,-0.9,0.0,0.8,0.0,224.7,794.3,5392.2,55.8,80.0,98.0,1020.7,1022.1,1023.9,0.0,0.0,11.1,12.8,14.7,62.4,71.5,81.8,62.4,71.5,81.8,235.0,273.0,178.0,0.0,3.3,8.4,5.0,8.1,11.9,4.7,8.3,10.4,61.4,66.8,70.9
216,2020-03-17,Clay,Florida,12019,4,0,12019,2020-03-17,0.0,26.5,80.0,60.55,64.25,66.8,63.099999999999994,73.19999999999999,85.2,63.099999999999994,73.19999999999999,85.2,1021.3,1023.0,1024.5,0.06,-1.1,0.0,0.95,0.0,189.85000000000002,800.9000000000001,4557.549999999999,51.8,77.69999999999999,92.19999999999999,1020.7,1022.85,1024.5,0.0,0.0,11.0,12.7,13.850000000000001,63.099999999999994,72.25,83.25,63.099999999999994,72.25,83.25,138.5,106.5,135.5,0.4,4.550000000000001,9.399999999999999,0.9,6.35,14.0,3.25,6.5,12.2,61.5,67.0,70.7
217,2020-03-17,Collier,Florida,12021,7,0,12021,2020-03-17,0.0,19.0,86.0,63.9,67.3,69.6,67.4,75.2,82.1,67.4,75.2,82.1,1020.3,1021.7,1023.2,0.0,-1.2,0.0,0.9,0.0,258.6,881.3,6207.0,70.9,80.8,92.2,1021.0,1022.2,1023.9,0.0,0.0,12.5,14.1,15.3,67.4,73.7,78.7,67.4,73.7,78.7,146.0,145.0,140.0,0.4,5.0,8.8,1.3,6.8,12.5,2.4,7.5,11.3,65.3,69.3,72.2
218,2020-03-17,Duval,Florida,12031,10,0,12031,2020-03-17,0.0,27.0,81.0,60.8,64.2,66.8,63.3,74.1,86.5,63.3,74.1,86.5,1021.3,1023.0,1024.5,0.06,-1.1,0.0,1.0,0.0,189.8,793.6,4555.7,48.3,75.8,91.8,1020.3,1022.5,1024.1,0.0,0.0,11.1,12.7,13.8,63.3,73.1,84.8,63.3,73.1,84.8,188.0,105.0,135.0,0.4,4.4,9.1,0.9,6.3,14.0,3.2,6.4,12.4,61.7,67.3,71.0
219,2020-03-17,Escambia,Florida,12033,1,0,12033,2020-03-17,0.0,6.0,36.0,61.8,65.4,68.1,63.7,70.6,76.2,63.7,70.6,76.2,1020.7,1021.8,1024.0,0.0,-0.9,0.0,0.8,0.0,260.3,878.1,6248.8,72.8,85.2,95.6,1019.4,1020.5,1022.3,0.0,0.0,11.6,13.2,14.5,63.7,70.3,75.0,63.7,70.3,75.0,148.0,167.0,176.0,0.3,3.3,7.4,2.1,6.8,12.0,1.9,6.6,11.1,62.5,67.0,69.5
220,2020-03-17,Lake,Florida,12069,1,0,12069,2020-03-17,0.0,16.0,90.0,60.05,63.95,68.1,61.7,74.65,86.85,61.7,74.65,86.85,1021.1,1022.75,1024.3,0.0,-0.9,0.0,0.95,0.0,227.35000000000002,845.45,5455.65,45.099999999999994,74.25,96.1,1019.1,1020.9,1022.9,0.0,0.0,11.05,12.6,14.5,61.7,73.75,85.35,61.7,73.75,85.35,137.5,128.5,136.5,0.0,2.1500000000000004,5.05,1.15,5.6,11.75,1.85,6.15,10.9,61.0,67.35,71.25
