Pulaski,"34,294","36,471","36,146",,
Putnam,"55,347","56,849","58,869",,
Randolph,"34,208","34,587","36,905",,
Richland,"39,105","39,881","42,555",,
Rock Island,"41,710","43,156","44,802",,
St. Clair,"41,712","42,933","45,061",,
Saline,"36,744","38,524","39,687",,
Sangamon,"44,852","46,187","48,891",,
Schuyler,"41,369","42,046","44,200",,
Scott,"37,644","38,749","42,720",,
Shelby,"35,913","37,692","41,512",,
Stark,"40,162","41,674","42,877",,
Stephenson,"40,930","40,897","42,722",,
Tazewell,"44,684","44,855","47,862",,
Union,"40,169","40,905","42,760",,
Vermilion,"36,383","37,461","39,481",,
Wabash,"40,601","42,162","43,571",,
Warren,"37,652","38,885","41,274",,
Washington,"44,105","47,563","51,144",,
Wayne,"38,453","38,184","41,164",,
White,"42,873","46,911","49,605",,
Whiteside,"40,247","42,325","44,016",,
Will,"48,781","50,449","52,953",,
Williamson,"41,324","42,427","44,509",,
Winnebago,"39,985","41,579","43,742",,
Woodford,"49,804","49,424","52,928",,
,,,,,
Indiana,"43,741","45,225","47,149",,
Adams,"35,693","37,119","39,167",,
Allen,"43,216","44,182","46,288",,
Bartholomew,"46,205","47,987","49,922",,
Benton,"39,564","39,639","42,775",,
Blackford,"35,685","36,463","37,677",,
Boone,"69,830","70,598","73,531",,
Brown,"43,843","45,194","46,785",,
Carroll,"40,732","41,367","44,201",,
Cass,"36,277","37,284","38,788",,
Clark,"41,239","42,231","43,763",,
Clay,"35,736","37,025","38,615",,
Clinton,"35,695","36,455","39,172",,
Crawford,"31,504","32,517","33,483",,
Daviess,"38,100","40,253","42,064",,
Dearborn,"43,963","45,302","47,454",,
Decatur,"39,775","41,066","42,733",,
DeKalb,"40,833","42,213","44,069",,
Delaware,"34,621","35,713","37,201",,
Dubois,"51,795","54,443","56,488",,
Elkhart,"41,959","45,451","46,816",,
Fayette,"37,613","38,925","40,939",,
Floyd,"52,765","53,344","55,480",,
Fountain,"37,532","38,205","41,010",,
Franklin,"43,203","44,614","46,629",,
Fulton,"38,255","40,418","41,437",,
Gibson,"41,973","43,743","45,385",,
Grant,"37,500","38,200","40,444",,
Greene,"36,262","37,637","39,840",,
Hamilton,"69,299","71,816","74,717",,
Hancock,"47,059","48,483","50,422",,
Harrison,"39,490","40,438","41,862",,
Hendricks,"46,316","47,740","49,641",,
Henry,"35,427","36,561","38,336",,
Howard,"39,019","39,916","41,842",,
Huntington,"38,580","40,203","42,292",,
Jackson,"39,989","40,952","42,722",,
Jasper,"41,679","42,313","43,293",,
Jay,"36,001","37,181","39,321",,
Jefferson,"39,087","40,448","41,981",,
Jennings,"36,071","37,482","38,959",,
Johnson,"45,220","46,528","48,332",,
Knox,"41,916","43,026","44,626",,
Kosciusko,"43,697","45,728","47,799",,
Lagrange,"37,117","41,176","42,146",,
Lake,"41,596","43,085","45,172",,
LaPorte,"39,048","40,561","42,527",,
Lawrence,"37,408","38,846","40,614",,
Madison,"35,930","36,675","38,172",,
Marion,"49,530","50,328","51,940",,
Marshall,"38,360","40,060","41,329",,
Martin,"35,813","37,659","39,941",,
Miami,"32,374","33,457","35,039",,
Monroe,"38,193","40,303","42,212",,
Montgomery,"38,805","38,609","40,056",,
Morgan,"41,107","42,318","44,183",,
Newton,"37,072","37,763","39,818",,
Noble,"36,474","38,037","39,798",,
Ohio,"37,923","38,572","40,714",,
Orange,"34,191","36,862","38,124",,
Owen,"36,924","38,500","40,081",,
Parke,"34,365","35,478","36,345",,
Perry,"35,795","36,596","37,851",,
Pike,"37,590","39,773","40,714",,
Porter,"48,015","50,615","53,130",,
Posey,"44,633","46,946","48,180",,
Pulaski,"40,768","42,416","43,522",,
Putnam,"35,151","36,162","37,479",,
Randolph,"36,715","36,856","38,491",,
Ripley,"38,648","40,265","41,817",,
Rush,"42,714","44,641","46,945",,
St. Joseph,"43,893","46,068","47,673",,
Scott,"35,490","36,227","37,475",,
Shelby,"40,828","42,331","43,854",,
Spencer,"40,431","42,970","43,971",,
Starke,"32,797","34,141","35,347",,
Steuben,"38,876","41,161","43,231",,
Sullivan,"32,841","33,765","35,181",,
Switzerland,"28,048","29,016","30,827",,
Tippecanoe,"35,479","36,852","39,169",,
Tipton,"43,050","43,742","46,610",,
Union,"35,727","36,992","38,998",,
Vanderburgh,"42,628","44,004","45,893",,
Vermillion,"35,929","37,312","39,411",,
Vigo,"35,940","37,443","38,970",,
Wabash,"40,804","41,382","43,820",,
Warren,"41,940","41,888","45,419",,
Warrick,"51,918","54,188","56,476",,
Washington,"35,161","36,417","38,123",,
Wayne,"38,510","39,623","41,505",,
Wells,"39,351","40,576","42,730",,
White,"40,601","41,273","43,852",,
Whitley,"41,487","42,586","44,528",,
,,,,,
Iowa,"46,431","47,458","50,124",,
Adair,"47,708","47,956","51,989",,
Adams,"64,580","60,425","66,319",,
Allamakee,"43,212","43,516","45,745",,
Appanoose,"35,518","36,659","38,478",,
Audubon,"42,987","45,086","48,279",,
Benton,"48,606","50,585","53,994",,
Black Hawk,"40,995","42,221","44,764",,
Boone,"45,061","46,263","49,606",,
Bremer,"46,051","47,251","49,405",,
Buchanan,"42,683","44,342","46,491",,
Buena Vista,"43,083","45,247","50,000",,
Butler,"45,846","47,707","49,863",,
Calhoun,"46,497","45,730","51,217",,
Carroll,"49,363","50,694","54,456",,
Cass,"43,298","44,804","48,327",,
Cedar,"49,431","50,258","53,356",,
Cerro Gordo,"51,227","49,935","53,342",,
Cherokee,"59,459","57,693","62,827",,
Chickasaw,"56,206","53,786","58,354",,
Clarke,"37,919","41,325","43,888",,
Clay,"45,928","47,733","51,876",,
Clayton,"45,320","47,824","50,371",,
Clinton,"41,469","42,167","44,244",,
Crawford,"37,953","39,469","41,765",,
Dallas,"61,463","63,620","66,128",,
Davis,"33,170","34,351","36,921",,
Decatur,"30,956","33,322","35,908",,
Delaware,"45,140","48,195","51,998",,
Des Moines,"49,673","48,163","50,515",,
Dickinson,"54,780","56,603","58,592",,
Dubuque,"45,084","46,242","49,085",,
Emmet,"40,404","43,177","43,501",,
Fayette,"40,064","42,160","44,263",,
Floyd,"43,966","44,460","46,560",,
Franklin,"46,749","49,186","51,971",,
Fremont,"41,697","43,940","45,399",,
Greene,"45,397","45,392","48,356",,
Grundy,"47,877","50,936","53,270",,
Guthrie,"49,254","49,042","52,694",,
Hamilton,"46,802","46,943","53,071",,
Hancock,"47,101","51,847","54,791",,
Hardin,"46,204","49,143","52,677",,
Harrison,"44,497","43,972","44,895",,
Henry,"39,595","40,373","43,223",,
Howard,"44,220","44,126","48,232",,
Humboldt,"48,221","47,403","50,201",,
Ida,"48,247","49,798","52,758",,
Iowa,"49,204","51,702","55,204",,
Jackson,"41,817","42,303","45,167",,
Jasper,"40,187","40,877","43,551",,
Jefferson,"38,367","38,299","42,320",,
Johnson,"49,104","50,536","52,672",,
Jones,"41,069","41,572","43,652",,
Keokuk,"41,597","41,300","44,509",,
Kossuth,"48,090","50,641","52,992",,
Lee,"39,613","39,430","42,174",,
Linn,"49,592","50,374","52,743",,
Louisa,"37,414","38,603","41,038",,
Lucas,"39,444","39,586","42,126",,
Lyon,"54,568","59,337","60,892",,
Madison,"45,914","47,104","49,505",,
Mahaska,"39,176","40,057","43,914",,
Marion,"43,965","45,902","48,956",,
Marshall,"41,374","40,771","43,652",,
Mills,"49,974","53,113","56,647",,
Mitchell,"58,166","56,986","63,318",,
Monona,"45,989","46,535","48,118",,
Monroe,"39,744","40,394","43,833",,
Montgomery,"38,944","40,010","42,280",,
Muscatine,"44,083","45,111","47,553",,
O'Brien,"54,283","56,110","59,835",,
Osceola,"51,336","52,840","57,164",,
Page,"38,741","38,926","41,629",,
Palo Alto,"48,337","50,023","53,056",,
Plymouth,"55,074","54,505","57,589",,
Pocahontas,"51,400","46,807","52,699",,
Polk,"50,180","51,006","53,215",,
Pottawattamie,"42,593","43,184","45,604",,
Poweshiek,"42,708","44,216","46,950",,
Ringgold,"39,479","42,744","45,714",,
Sac,"48,148","50,498","56,931",,
Scott,"50,263","51,985","54,323",,
Shelby,"48,626","49,328","50,834",,
Sioux,"48,125","52,054","56,029",,
Story,"39,179","39,976","41,885",,
Tama,"42,296","43,132","46,483",,
Taylor,"35,670","39,947","41,585",,
Union,"37,761","37,956","40,494",,
Van Buren,"37,094","37,839","41,378",,
Wapello,"35,927","36,928","39,002",,
Warren,"47,573","48,764","50,698",,
Washington,"49,045","52,712","57,438",,
Wayne,"38,963","40,490","43,981",,
Webster,"43,868","42,623","45,496",,
Winnebago,"40,830","42,464","44,528",,
Winneshiek,"46,455","46,862","50,175",,
Woodbury,"41,700","41,570","43,988",,
Worth,"42,482","39,928","42,321",,
Wright,"49,090","51,704","56,451",,
,,,,,
Kansas,"47,510","48,869","51,471",,
Allen,"36,623","38,176","40,218",,
Anderson,"39,988","36,673","38,539",,
Atchison,"34,663","35,796","37,436",,
Barber,"38,206","38,154","42,497",,
Barton,"44,001","44,565","48,036",,
Bourbon,"38,979","40,056","42,697",,
Brown,"41,224","41,260","43,023",,
Butler,"43,276","43,949","46,157",,
Chase,"43,881","43,961","46,385",,
Chautauqua,"38,439","38,320","40,661",,
Cherokee,"35,505","37,642","39,645",,
Cheyenne,"42,009","41,532","47,268",,
Clark,"57,487","58,054","62,654",,
Clay,"39,991","40,952","42,069",,
Cloud,"35,103","36,765","38,144",,
Coffey,"53,049","49,455","54,074",,
Comanche,"40,131","43,104","45,954",,
Cowley,"36,750","36,963","38,707",,
Crawford,"34,328","35,923","37,921",,
Decatur,"47,828","43,747","46,614",,
Dickinson,"38,402","39,504","40,582",,
Doniphan,"35,827","36,703","37,405",,
Douglas,"40,244","41,899","43,642",,
Edwards,"52,141","46,538","52,165",,
Elk,"39,373","38,382","40,899",,
Ellis,"43,265","43,805","46,465",,
Ellsworth,"35,495","39,718","43,316",,
Finney,"40,073","40,772","43,172",,
Ford,"35,955","37,024","38,962",,
Franklin,"39,623","40,397","42,383",,
Geary,"44,189","46,894","48,907",,
Gove,"61,795","54,352","58,539",,
Graham,"41,262","43,260","49,624",,
Grant,"50,032","45,644","46,591",,
Gray,"71,412","66,009","66,429",,
Greeley,"48,200","49,718","59,191",,
Greenwood,"39,716","40,495","42,708",,
Hamilton,"56,623","55,201","63,834",,
Harper,"44,200","44,555","47,024",,
Harvey,"39,397","39,753","42,057",,
Haskell,"64,115","53,854","52,783",,
Hodgeman,"46,441","44,405","49,176",,
Jackson,"38,506","39,634","41,686",,
Jefferson,"40,659","41,883","44,480",,
Jewell,"46,616","45,119","48,428",,
Johnson,"68,984","70,899","74,010",,
Kearny,"52,688","52,343","56,466",,
Kingman,"43,628","41,770","42,572",,
Kiowa,"38,053","41,488","44,262",,
Labette,"38,866","39,725","42,127",,
Lane,"83,280","87,016","93,628",,
Leavenworth,"40,204","41,239","42,851",,
Lincoln,"37,277","38,570","41,574",,
Linn,"33,817","34,789","37,267",,
Logan,"44,460","44,743","47,852",,
Lyon,"35,528","36,412","38,297",,
McPherson,"46,987","47,518","51,016",,
Marion,"40,120","39,347","41,410",,
Marshall,"44,363","44,167","45,766",,
Meade,"56,622","58,921","64,262",,
Miami,"44,949","46,750","48,748",,
Mitchell,"51,286","53,613","54,694",,
Montgomery,"33,831","35,010","37,576",,
Morris,"42,489","42,789","42,424",,
Morton,"38,473","41,977","43,644",,
Nemaha,"50,967","52,071","54,111",,
Neosho,"36,139","37,394","39,485",,
Ness,"45,570","50,864","57,310",,
Norton,"40,703","40,019","42,080",,
Osage,"38,939","39,172","40,102",,
Osborne,"43,294","43,447","46,018",,
Ottawa,"39,849","39,515","41,201",,
Pawnee,"43,728","37,888","39,223",,
Phillips,"49,287","46,978","51,320",,
Pottawatomie,"52,213","50,834","52,564",,
Pratt,"44,013","44,202","47,327",,
Rawlins,"48,787","47,608","55,821",,
Reno,"37,198","39,347","41,111",,
Republic,"46,784","43,127","44,273",,
Rice,"40,810","39,592","42,788",,
Riley,"39,854","40,847","42,566",,
Rooks,"36,635","36,736","42,363",,
Rush,"39,960","40,603","44,302",,
Russell,"40,893","41,745","44,443",,
Saline,"46,084","47,831","49,983",,
Scott,"68,765","67,868","69,254",,
Sedgwick,"47,945","50,503","53,776",,
Seward,"35,569","35,581","38,621",,
Shawnee,"43,704","44,478","46,861",,
Sheridan,"50,502","47,346","50,706",,
Sherman,"38,263","39,484","45,156",,
Smith,"42,880","42,348","45,484",,
Stafford,"42,681","40,531","44,534",,
Stanton,"48,489","52,848","63,897",,
Stevens,"35,448","36,189","38,970",,
Sumner,"38,786","38,969","40,027",,
Thomas,"39,208","40,907","45,671",,
Trego,"43,764","44,683","50,889",,
Wabaunsee,"47,495","48,839","50,534",,
Wallace,"47,595","50,115","56,954",,
Washington,"43,874","43,064","45,181",,
Wichita,"76,510","58,829","70,142",,
Wilson,"41,465","40,967","43,433",,
Woodson,"32,739","33,592","35,561",,
Wyandotte,"31,158","32,157","33,315",,
,,,,,
Kentucky,"39,638","40,999","42,458",,
Adair,"28,883","30,140","31,288",,
Allen,"30,508","31,901","32,643",,
Anderson,"37,852","38,451","39,321",,
Ballard,"35,574","37,109","37,939",,
Barren,"34,415","35,644","36,633",,
Bath,"29,412","29,974","30,496",,
Bell,"27,220","28,620","29,612",,
Boone,"44,105","45,860","48,004",,
Bourbon,"41,516","43,104","44,388",,
Boyd,"36,034","37,222","39,746",,
Boyle,"35,612","36,537","37,780",,
Bracken,"33,738","35,226","36,758",,
Breathitt,"31,128","32,834","33,753",,
Breckinridge,"32,224","33,614","34,461",,
Bullitt,"38,459","39,577","40,935",,
Butler,"32,125","33,602","34,420",,
Caldwell,"33,256","33,639","35,066",,
Calloway,"33,359","34,755","35,722",,
Campbell,"44,797","46,864","49,015",,
Carlisle,"42,165","42,142","43,860",,
Carroll,"38,456","34,421","36,349",,
Carter,"28,791","30,012","30,847",,
Casey,"29,508","30,367","31,205",,
Christian,"35,997","37,237","37,742",,
Clark,"37,726","39,105","39,848",,
Clay,"28,452","29,799","30,566",,
Clinton,"29,468","30,274","31,308",,
Crittenden,"32,305","33,812","35,325",,
Cumberland,"32,337","33,541","35,549",,
Daviess,"39,342","40,420","41,754",,
Edmonson,"30,369","31,542","32,253",,
Elliott,"21,036","21,934","22,481",,
Estill,"29,982","30,858","31,555",,
Fayette,"46,493","48,427","50,180",,
Fleming,"31,498","32,796","33,537",,
Floyd,"33,483","35,738","36,976",,
Franklin,"41,120","40,716","41,760",,
Fulton,"31,623","32,588","33,715",,
Gallatin,"29,388","31,085","32,065",,
Garrard,"32,627","33,723","34,363",,
Grant,"33,283","34,781","36,093",,
Graves,"35,674","37,455","38,130",,
Grayson,"31,634","32,558","33,580",,
Green,"32,496","34,220","34,570",,
Greenup,"36,992","38,541","40,933",,
Hancock,"34,369","35,550","36,929",,
Hardin,"40,992","42,161","43,424",,
Harlan,"28,429","29,626","30,877",,
Harrison,"33,197","34,181","34,889",,
Hart,"30,418","31,296","32,133",,
Henderson,"36,721","38,332","39,891",,
Henry,"35,858","36,736","37,981",,
Hickman,"38,455","42,615","44,912",,
Hopkins,"37,382","38,817","39,236",,
Jackson,"27,282","27,836","28,352",,
Jefferson,"47,841","49,871","51,937",,
Jessamine,"42,908","42,372","43,470",,
Johnson,"31,273","32,007","32,986",,
Kenton,"53,786","55,101","57,982",,
Knott,"28,391","29,082","30,118",,
Knox,"28,227","28,678","29,431",,
Larue,"34,281","35,481","36,525",,
Laurel,"31,742","33,066","33,921",,
Lawrence,"29,613","30,289","31,654",,
Lee,"30,902","31,147","30,157",,
Leslie,"30,260","31,632","32,724",,
Letcher,"28,658","29,386","30,852",,
Lewis,"28,707","30,030","31,156",,
Lincoln,"29,751","30,755","31,399",,
Livingston,"36,376","36,823","37,792",,
Logan,"33,477","35,007","36,005",,
Lyon,"33,519","34,694","36,652",,
McCracken,"48,142","46,442","48,383",,
McCreary,"23,996","25,026","25,835",,
McLean,"36,542","39,870","41,603",,
Madison,"34,014","34,654","35,397",,
Magoffin,"28,336","29,452","30,537",,
Marion,"33,489","34,997","36,083",,
Marshall,"38,714","39,505","41,625",,
Martin,"26,121","28,906","29,840",,
Mason,"37,603","38,861","40,541",,
Meade,"37,611","38,901","40,026",,
Menifee,"28,983","29,734","30,305",,
Mercer,"35,688","36,552","37,146",,
Metcalfe,"29,392","30,660","31,512",,
Monroe,"34,493","35,747","36,385",,
Montgomery,"33,371","34,003","34,751",,
Morgan,"25,706","26,379","26,831",,
Muhlenberg,"32,129","33,608","33,892",,
Nelson,"40,958","40,970","42,442",,
Nicholas,"32,509","33,752","33,999",,
Ohio,"30,697","31,780","33,262",,
Oldham,"58,040","60,029","63,039",,
Owen,"32,437","32,927","33,940",,
Owsley,"29,731","30,801","31,486",,
Pendleton,"46,462","44,473","43,757",,
Perry,"35,195","36,986","38,523",,
Pike,"33,043","35,192","36,319",,
Powell,"29,869","31,108","31,498",,
Pulaski,"34,498","35,537","37,024",,
Robertson,"31,443","31,779","32,815",,
Rockcastle,"29,133","30,574","31,176",,
Rowan,"29,488","29,803","30,777",,
Russell,"31,493","33,229","34,343",,
Scott,"41,498","42,538","43,409",,
Shelby,"41,753","43,963","45,392",,
Simpson,"36,473","37,757","38,189",,
Spencer,"41,489","42,459","43,960",,
Taylor,"32,944","34,221","35,020",,
Todd,"35,689","37,222","38,508",,
Trigg,"35,511","36,180","36,495",,
Trimble,"33,655","35,388","36,565",,
Union,"30,877","31,927","33,736",,
Warren,"36,302","37,140","38,045",,
Washington,"34,533","36,996","37,824",,
Wayne,"26,620","27,485","28,484",,
Webster,"37,088","39,000","39,188",,
Whitley,"31,586","32,449","33,447",,
Wolfe,"29,541","30,461","31,083",,
Woodford,"47,920","49,988","51,753",,
,,,,,
Louisiana,"42,726","43,938","46,242",,
Acadia,"34,236","35,481","37,304",,
Allen,"30,513","31,754","33,381",,
Ascension,"46,685","47,798","49,829",,
Assumption,"40,358","43,897","46,788",,
Avoyelles,"35,099","36,529","37,911",,
Beauregard,"39,451","41,126","42,782",,
Bienville,"33,422","35,759","38,493",,
Bossier,"41,722","41,876","44,149",,
Caddo,"44,851","45,384","48,413",,
Calcasieu,"44,604","46,162","48,968",,
Caldwell,"31,621","32,616","33,950",,
Cameron,"43,152","47,476","50,280",,
Catahoula,"31,982","33,413","33,655",,
Claiborne,"32,376","33,643","35,240",,
Concordia,"30,098","31,599","32,942",,
De Soto,"37,155","38,585","40,584",,
East Baton Rouge,"47,689","48,855","51,386",,
East Carroll,"34,313","36,315","36,010",,
East Feliciana,"39,815","40,843","42,771",,
Evangeline,"31,600","32,634","33,671",,
Franklin,"30,010","31,196","31,928",,
Grant,"30,778","30,862","31,828",,
Iberia,"36,278","37,119","39,270",,
Iberville,"37,808","39,569","41,423",,
Jackson,"31,762","32,933","34,116",,
Jefferson,"47,629","48,520","51,005",,
Jefferson Davis,"38,091","39,905","42,334",,
Lafayette,"45,411","47,467","50,273",,
Lafourche,"43,008","44,136","47,096",,
LaSalle,"29,531","30,283","32,413",,
Lincoln,"37,007","38,492","40,410",,
Livingston,"37,428","39,068","40,658",,
Madison,"31,480","31,210","32,437",,
Morehouse,"37,453","37,648","38,495",,
Natchitoches,"36,008","37,985","39,860",,
Orleans,"48,148","49,436","52,004",,
Ouachita,"38,535","39,135","41,053",,
Plaquemines,"47,055","47,225","49,376",,
Pointe Coupee,"41,105","42,976","44,366",,
Rapides,"43,396","44,128","46,090",,
Red River,"34,926","38,966","42,201",,
Richland,"35,630","35,988","37,330",,
Sabine,"31,544","33,001","34,558",,
St. Bernard,"30,406","30,974","32,130",,
St. Charles,"46,139","47,247","49,353",,
St. Helena,"40,490","39,875","41,592",,
St. James,"43,065","46,155","48,484",,
St. John the Baptist,"38,078","38,830","40,573",,
St. Landry,"38,789","39,179","41,191",,
St. Martin,"35,923","35,705","37,645",,
St. Mary,"36,485","37,142","39,280",,
St. Tammany,"55,434","58,848","62,366",,
Tangipahoa,"36,690","37,474","38,974",,
Tensas,"34,363","36,060","36,630",,
Terrebonne,"39,210","39,379","41,504",,
Union,"35,754","37,117","38,794",,
Vermilion,"36,304","36,943","39,042",,
Vernon,"37,530","38,756","40,729",,
Washington,"31,647","32,210","33,480",,
Webster,"36,733","38,000","40,175",,
West Baton Rouge,"44,986","45,169","46,976",,
West Carroll,"33,516","34,625","36,633",,
West Feliciana,"36,414","37,266","38,655",,
Winn,"33,688","35,068","36,698",,
,,,,,
Maine,"44,839","46,570","48,905",,
Androscoggin,"38,311","39,600","41,528",,
Aroostook,"37,648","39,387","41,241",,
Cumberland,"56,418","59,331","62,523",,
Franklin,"35,933","36,874","38,544",,
Hancock,"47,610","48,782","51,259",,
Kennebec,"41,907","43,096","44,940",,
Knox,"47,092","49,443","52,358",,
Lincoln,"47,364","48,449","50,922",,
Oxford,"35,071","36,245","37,999",,
Penobscot,"38,781","39,976","42,053",,
Piscataquis,"35,284","36,588","38,427",,
Sagadahoc,"47,836","48,764","51,325",,
Somerset,"36,094","36,980","38,142",,
Waldo,"37,611","38,833","40,912",,
Washington,"38,170","38,836","40,378",,
York,"47,736","49,665","52,068",,
,,,,,
Maryland,"59,029","60,512","63,354",,
Allegany,"38,104","38,754","40,517",,
Anne Arundel,"62,866","64,519","67,363",,
Baltimore,"57,199","58,638","61,556",,
Calvert,"58,312","59,974","62,591",,
Caroline,"42,905","44,788","45,906",,
Carroll,"58,699","60,423","63,039",,
Cecil,"44,440","45,650","47,695",,
Charles,"53,773","54,857","57,051",,
Dorchester,"42,980","44,916","46,562",,
Frederick,"57,697","59,455","61,869",,
Garrett,"42,478","43,328","45,595",,
Harford,"54,868","56,436","58,841",,
Howard,"73,266","75,026","78,416",,
Kent,"55,909","58,154","61,497",,
Montgomery,"83,956","85,345","89,690",,
Prince George's,"46,048","47,348","49,420",,
Queen Anne's,"60,105","62,287","64,810",,
St. Mary's,"53,482","54,446","56,820",,
Somerset,"29,867","31,147","31,562",,
Talbot,"68,648","69,455","73,232",,
Washington,"44,355","45,087","47,092",,
Wicomico,"39,711","40,839","42,054",,
Worcester,"55,989","58,054","60,007",,
Baltimore City,"47,510","48,945","51,357",,
,,,,,
Massachusetts,"65,473","68,233","71,683",,
Barnstable,"68,022","70,777","74,756",,
Berkshire,"52,595","54,135","56,503",,
Bristol,"49,676","51,710","54,089",,
Dukes,"84,691","89,082","93,726",,
Essex,"62,011","64,354","67,507",,
Franklin,"50,916","52,477","54,689",,
Hampden,"48,230","49,416","51,187",,
Hampshire,"49,395","50,857","52,984",,
Middlesex,"76,452","79,583","83,795",,
Nantucket,"115,197","117,909","124,168",,
Norfolk,"84,259","87,474","92,285",,
Plymouth,"61,925","64,316","67,505",,
Suffolk,"71,701","77,036","81,152",,
Worcester,"52,897","54,439","57,003",,
,,,,,
Michigan,"44,868","46,258","48,423",,
Alcona,"34,987","36,624","38,375",,
Alger,"31,621","32,245","33,767",,
Allegan,"41,434","42,787","45,182",,
Alpena,"38,373","39,510","40,985",,
Antrim,"43,131","44,756","47,070",,
Arenac,"34,986","36,085","37,369",,
Baraga,"30,913","31,664","33,519",,
Barry,"42,068","43,036","44,919",,
Bay,"39,443","40,192","41,722",,
Benzie,"39,809","41,620","43,557",,
Berrien,"44,018","45,651","47,430",,
Branch,"33,996","35,438","37,622",,
Calhoun,"37,994","38,608","40,276",,
Cass,"41,290","43,298","44,994",,
Charlevoix,"47,614","49,855","52,885",,
Cheboygan,"36,750","38,120","40,080",,
Chippewa,"31,871","32,579","34,269",,
Clare,"32,224","32,913","34,120",,
Clinton,"43,446","44,687","46,518",,
Crawford,"31,870","32,483","34,648",,
Delta,"37,535","38,423","40,551",,
Dickinson,"44,252","46,503","49,397",,
Eaton,"39,751","40,948","42,693",,
Emmet,"52,689","54,537","57,115",,
Genesee,"38,398","39,380","41,068",,
Gladwin,"33,887","35,674","36,874",,
Gogebic,"37,815","37,352","39,945",,
Grand Traverse,"45,956","48,387","50,639",,
Gratiot,"34,828","35,599","37,834",,
Hillsdale,"33,623","34,569","36,598",,
Houghton,"35,085","35,650","37,674",,
Huron,"42,411","43,446","45,425",,
Ingham,"37,918","38,893","40,761",,
Ionia,"32,131","33,339","35,273",,
Iosco,"34,769","36,055","37,970",,
Iron,"41,648","42,799","44,959",,
Isabella,"32,907","33,638","35,501",,
Jackson,"37,336","38,031","39,832",,
Kalamazoo,"45,350","46,675","48,723",,
Kalkaska,"32,842","33,338","34,623",,
Kent,"50,702","51,268","53,935",,
Keweenaw,"43,200","45,092","47,618",,
Lake,"29,468","30,077","31,813",,
Lapeer,"39,676","41,744","43,679",,
Leelanau,"61,855","63,559","67,320",,
Lenawee,"36,934","37,956","39,600",,
Livingston,"53,924","55,861","58,326",,
Luce,"29,571","30,252","31,827",,
Mackinac,"41,293","42,130","44,457",,
Macomb,"43,416","44,645","46,530",,
Manistee,"36,080","36,867","38,814",,
Marquette,"37,683","38,349","40,036",,
Mason,"38,116","39,357","41,667",,
Mecosta,"31,343","32,527","34,252",,
Menominee,"39,369","41,393","43,594",,
Midland,"47,499","58,229","60,467",,
Missaukee,"31,603","33,883","34,972",,
Monroe,"43,757","45,498","47,496",,
Montcalm,"32,315","33,571","34,972",,
Montmorency,"35,140","35,483","37,363",,
Muskegon,"36,235","37,207","39,072",,
Newaygo,"35,720","36,579","38,037",,
Oakland,"66,667","69,410","72,741",,
Oceana,"35,474","36,225","37,950",,
Ogemaw,"31,985","33,065","35,396",,
Ontonagon,"37,177","38,027","40,129",,
Osceola,"33,753","34,148","36,023",,
Oscoda,"31,283","32,189","33,896",,
Otsego,"37,732","38,670","40,589",,
Ottawa,"45,095","47,043","49,418",,
Presque Isle,"36,257","37,515","39,004",,
Roscommon,"34,606","35,282","37,141",,
Saginaw,"36,722","37,286","38,754",,
St. Clair,"40,937","42,381","44,316",,
St. Joseph,"35,323","37,161","38,866",,
Sanilac,"35,104","36,266","38,004",,
Schoolcraft,"36,917","37,916","39,948",,
Shiawassee,"36,690","37,681","39,435",,
Tuscola,"35,356","35,719","37,979",,
Van Buren,"38,642","39,606","41,123",,
Washtenaw,"54,377","56,729","59,363",,
Wayne,"40,549","41,115","42,942",,
Wexford,"33,864","34,847","36,454",,
,,,,,
Minnesota,"53,209","54,919","57,515",,
Aitkin,"36,664","37,916","39,780",,
Anoka,"47,569","49,157","51,258",,
Becker,"44,531","45,639","47,272",,
Beltrami,"38,780","39,503","41,565",,
Benton,"41,238","42,321","43,830",,
Big Stone,"51,229","51,112","57,221",,
Blue Earth,"42,237","43,134","44,383",,
Brown,"48,668","50,290","52,995",,
Carlton,"39,788","41,096","43,098",,
Carver,"66,059","68,645","71,350",,
Cass,"44,024","45,372","47,443",,
Chippewa,"45,124","46,955","49,836",,
Chisago,"45,082","46,871","48,750",,
Clay,"40,797","41,400","43,180",,
Clearwater,"40,013","41,620","44,001",,
Cook,"50,705","52,629","55,319",,
Cottonwood,"41,804","44,907","47,982",,
Crow Wing,"42,105","43,526","45,610",,
Dakota,"56,037","58,016","60,651",,
Dodge,"42,113","43,890","47,984",,
Douglas,"52,520","51,082","53,665",,
Faribault,"36,558","39,293","43,343",,
Fillmore,"41,126","42,314","45,378",,
Freeborn,"40,579","42,680","45,808",,
Goodhue,"48,496","50,549","53,549",,
Grant,"49,479","49,241","52,556",,
Hennepin,"69,222","71,259","74,698",,
Houston,"48,011","49,849","52,354",,
Hubbard,"40,118","41,490","43,235",,
Isanti,"41,858","42,424","44,049",,
Itasca,"39,935","40,982","43,685",,
Jackson,"47,903","51,130","53,276",,
Kanabec,"40,955","41,568","42,509",,
Kandiyohi,"49,953","52,905","54,667",,
Kittson,"50,354","51,621","55,597",,
Koochiching,"38,220","39,101","41,890",,
Lac qui Parle,"49,535","49,663","55,688",,
Lake,"43,920","46,072","48,132",,
