names,coefficients,p_value,variable,percentage,proportion,variable_category,time,family,link,model,outcome,obs,input_n_features,reg_n_features,mse,mae,aic,r2,RMSE,delta_mae_lasso,start_date,end_date,interval,pred_date,outcome_name
grocery_and_pharmacy_percent_change_from_baseline,1.037163113881077,6.355883697695579e-05,And Pharmacy Percent Change From Baseline,0.11924707917335489,0.1724770642201835,Grocery,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
past_deaths,4.064541202101473,0.18338997295263904,Deaths,0.03846069118310033,0.5192660550458715,Past,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
precip,85.05278531320185,0.0417418956512759,,0.0712604247403957,0.9431192660550459,Precip,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
spcHumMin,-1.5317550873667678,0.1898174018308001,,0.043479751320459364,1.0,Spchummin,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
cldCvrMin,-0.3418045213802836,0.39668285347552146,,0.030982334534197513,0.7834862385321101,Cldcvrmin,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
past_cases,2.7484265593924464,1.5277423484522844e-50,Cases,0.5332422006457741,1.0,Past,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
presTendAvg,-41.691152715621264,0.4826884254407714,,0.02136280922001611,0.3522935779816514,Prestendavg,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
windSpdMin,6.670589146864003,0.001857302006768259,,0.09086154895612632,0.998165137614679,Windspdmin,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
parks_percent_change_from_baseline,0.062143467903331834,0.49943561582766305,Percent Change From Baseline,0.021352804714942497,0.5724770642201835,Parks,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
snowfall,-19.500698376059624,0.32273568061593216,,0.029750355511633242,0.21834862385321102,Snowfall,2020-05-04 15:23:17.831054,gaussian,identity,0_7_10,Cases,545,14,11,1759.1455118650138,25.884144856967566,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
spcHumMin,-0.024714384673070407,0.3109355153938378,,0.04412088427301849,1.0,Spchummin,2020-05-04 15:23:32.618657,gaussian,identity,0_7_10,Deaths,545,14,5,1.944946297158734,0.9096221926188948,590.0133863432393,0.47510742525627936,1.3946133145638377,0.0,0,7,7,10,deaths
past_deaths,0.5070686485982778,1.36983308776977e-10,Deaths,0.301765092232311,0.5192660550458715,Past,2020-05-04 15:23:32.618657,gaussian,identity,0_7_10,Deaths,545,14,5,1.944946297158734,0.9096221926188948,590.0133863432393,0.47510742525627936,1.3946133145638377,0.0,0,7,7,10,deaths
past_cases,0.049149789369979095,2.2225099055781194e-34,Cases,0.5997340714628964,1.0,Past,2020-05-04 15:23:32.618657,gaussian,identity,0_7_10,Deaths,545,14,5,1.944946297158734,0.9096221926188948,590.0133863432393,0.47510742525627936,1.3946133145638377,0.0,0,7,7,10,deaths
snowDepth,0.033481258275333034,0.2303456837788016,,0.054379952031774204,0.26605504587155965,Snowdepth,2020-05-04 15:23:32.618657,gaussian,identity,0_7_10,Deaths,545,14,5,1.944946297158734,0.9096221926188948,590.0133863432393,0.47510742525627936,1.3946133145638377,0.0,0,7,7,10,deaths
grocery_and_pharmacy_percent_change_from_baseline,0.38702029289145984,0.10154256946389584,And Pharmacy Percent Change From Baseline,0.048136149476197425,0.13443830570902393,Grocery,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
past_deaths,-4.657963283384336,0.08419598131263206,Deaths,0.05074591076662737,0.565377532228361,Past,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
precip,60.16555279130279,0.08414149659148397,,0.05990159672671645,0.9484346224677717,Precip,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
spcHumMin,-0.8355977673850304,0.37849125033874365,,0.02855208007362141,1.0,Spchummin,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
cldCvrMin,-0.2666509570926614,0.4584531720075332,,0.027753231416223847,0.7734806629834254,Cldcvrmin,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
past_cases,2.3551172470124624,7.628892121792012e-80,Cases,0.7597652372693396,1.0,Past,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
presTendAvg,-4.119319697477971,0.9323292568816759,,0.002525999393496234,0.3370165745856354,Prestendavg,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
windSpdMin,0.46726248453975167,0.8085422063317844,,0.007049746127850067,0.998158379373849,Windspdmin,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
parks_percent_change_from_baseline,-0.030113974539991404,0.6927028517398743,Percent Change From Baseline,0.012308625681262468,0.56353591160221,Parks,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
snowfall,-2.0119832019777513,0.9133392221621669,,0.0032614230686650253,0.2154696132596685,Snowfall,2020-05-04 15:23:45.490458,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.7486077522256,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
past_deaths,0.5406578941240169,3.840989340305051e-11,Deaths,0.31323817990864183,0.565377532228361,Past,2020-05-04 15:23:58.320454,gaussian,identity,1_8_11,Deaths,543,14,4,3.078770914098305,1.0364735664171036,663.7972424314308,0.49019220907996675,1.7546426741927557,0.0,1,8,7,11,deaths
past_cases,0.03454750383593883,4.939788917592918e-30,Cases,0.592694247692809,1.0,Past,2020-05-04 15:23:58.320454,gaussian,identity,1_8_11,Deaths,543,14,4,3.078770914098305,1.0364735664171036,663.7972424314308,0.49019220907996675,1.7546426741927557,0.0,1,8,7,11,deaths
cldCvrMin,0.016995047136302233,0.04056427257700285,,0.09406757239854915,0.7734806629834254,Cldcvrmin,2020-05-04 15:23:58.320454,gaussian,identity,1_8_11,Deaths,543,14,4,3.078770914098305,1.0364735664171036,663.7972424314308,0.49019220907996675,1.7546426741927557,0.0,1,8,7,11,deaths
grocery_and_pharmacy_percent_change_from_baseline,2.0196637068871186,2.5456687780913784e-06,And Pharmacy Percent Change From Baseline,0.14532440557576662,0.120817843866171,Grocery,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
past_deaths,2.367543586055247,0.5491341729619573,Deaths,0.01883188764510157,0.6059479553903345,Past,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
precip,55.9976566060427,0.31233235025100015,,0.03418929537126993,0.9553903345724907,Precip,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
spcHumMin,-0.9608511026240173,0.5921315068901053,,0.0181185717384401,1.0,Spchummin,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
cldCvrMin,-0.4100230317127497,0.4815438445444885,,0.02528625933445655,0.7713754646840149,Cldcvrmin,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
past_cases,2.2072781371818726,1.524559479855499e-53,Cases,0.5928220459784419,1.0,Past,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
presTendAvg,63.45591611351628,0.4566740389218208,,0.022134998808009027,0.34014869888475835,Prestendavg,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
windSpdMin,9.761897753651054,0.0057160886660114155,,0.08408337990626559,1.0,Windspdmin,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
parks_percent_change_from_baseline,0.05749283963476391,0.6771321735206526,Percent Change From Baseline,0.013539686816280865,0.5687732342007435,Parks,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
snowDepth,1.3051026794858827,0.5089753924151501,,0.019847178989783665,0.26394052044609667,Snowdepth,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
snowfall,-25.046942431062988,0.4018970253351517,,0.02582228983618434,0.20817843866171004,Snowfall,2020-05-04 15:24:10.658257,gaussian,identity,2_9_12,Cases,538,14,12,3134.604263919246,38.06271347412424,1822.5423211841237,0.7283092228708344,55.9875366837946,0.0,2,9,7,12,cases
spcHumMin,-0.03316032345967356,0.36477591196878356,,0.04464679239701968,1.0,Spchummin,2020-05-04 15:24:24.620655,gaussian,identity,2_9_12,Deaths,538,14,5,2.7955087202322404,1.0973851789354325,649.8720425997137,0.5415749614002967,1.6719774879561746,0.0,2,9,7,12,deaths
past_deaths,0.5723618453110684,2.0174236291127058e-09,Deaths,0.32506497985182153,0.6059479553903345,Past,2020-05-04 15:24:24.620655,gaussian,identity,2_9_12,Deaths,538,14,5,2.7955087202322404,1.0973851789354325,649.8720425997137,0.5415749614002967,1.6719774879561746,0.0,2,9,7,12,deaths
past_cases,0.02792716140610293,1.0733540378713257e-20,Cases,0.5355471555347192,1.0,Past,2020-05-04 15:24:24.620655,gaussian,identity,2_9_12,Deaths,538,14,5,2.7955087202322404,1.0973851789354325,649.8720425997137,0.5415749614002967,1.6719774879561746,0.0,2,9,7,12,deaths
cldCvrMin,0.02151584081723301,0.0598309725705776,,0.09474107221643956,0.7713754646840149,Cldcvrmin,2020-05-04 15:24:24.620655,gaussian,identity,2_9_12,Deaths,538,14,5,2.7955087202322404,1.0973851789354325,649.8720425997137,0.5415749614002967,1.6719774879561746,0.0,2,9,7,12,deaths
