names,coefficients,p_value,variable,percentage,proportion,variable_category,time,family,link,model,outcome,obs,input_n_features,reg_n_features,mse,mae,aic,r2,RMSE,delta_mae_lasso,start_date,end_date,interval,pred_date,outcome_name
cldCvrMin,-0.34180452138028444,0.39668285347552146,,0.03098233453419758,0.7834862385321101,Cldcvrmin,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
grocery_and_pharmacy_percent_change_from_baseline,1.0371631138810777,6.355883697695453e-05,And Pharmacy Percent Change From Baseline,0.1192470791733549,0.1724770642201835,Grocery,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
parks_percent_change_from_baseline,0.06214346790333177,0.49943561582766305,Percent Change From Baseline,0.021352804714942466,0.5724770642201835,Parks,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
past_deaths,4.064541202101468,0.18338997295263904,Deaths,0.038460691183100276,0.5192660550458715,Past,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
spcHumMin,-1.5317550873667694,0.1898174018308001,,0.043479751320459385,1.0,Spchummin,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
precip,85.05278531320194,0.0417418956512759,,0.07126042474039573,0.9431192660550459,Precip,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
past_cases,2.7484265593924464,1.527742348452219e-50,Cases,0.5332422006457739,1.0,Past,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
windSpdMin,6.670589146864014,0.0018573020067681784,,0.09086154895612643,0.998165137614679,Windspdmin,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
snowfall,-19.500698376059614,0.32273568061593216,,0.029750355511633214,0.21834862385321102,Snowfall,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
presTendAvg,-41.69115271562132,0.4826884254407714,,0.021362809220016127,0.3522935779816514,Prestendavg,2020-05-07 19:10:49.442335,gaussian,identity,0_7_10,Cases,545,14,11,1759.145511865014,25.884144856967563,1725.2259877674373,0.6049472676349951,41.9421686595366,0.0,0,7,7,10,cases
past_deaths,0.507068648598278,1.3698330877697388e-10,Deaths,0.301765092232311,0.5192660550458715,Past,2020-05-07 19:11:00.251675,gaussian,identity,0_7_10,Deaths,545,14,5,1.9449462971587337,0.909622192618895,590.0133863432393,0.47510742525627947,1.3946133145638377,0.0,0,7,7,10,deaths
snowDepth,0.03348125827533305,0.2303456837788016,,0.0543799520317742,0.26605504587155965,Snowdepth,2020-05-07 19:11:00.251675,gaussian,identity,0_7_10,Deaths,545,14,5,1.9449462971587337,0.909622192618895,590.0133863432393,0.47510742525627947,1.3946133145638377,0.0,0,7,7,10,deaths
past_cases,0.049149789369979116,2.222509905578055e-34,Cases,0.5997340714628964,1.0,Past,2020-05-07 19:11:00.251675,gaussian,identity,0_7_10,Deaths,545,14,5,1.9449462971587337,0.909622192618895,590.0133863432393,0.47510742525627947,1.3946133145638377,0.0,0,7,7,10,deaths
spcHumMin,-0.02471438467307041,0.3109355153938378,,0.044120884273018475,1.0,Spchummin,2020-05-07 19:11:00.251675,gaussian,identity,0_7_10,Deaths,545,14,5,1.9449462971587337,0.909622192618895,590.0133863432393,0.47510742525627947,1.3946133145638377,0.0,0,7,7,10,deaths
cldCvrMin,-0.26665095709266023,0.4584531720075332,,0.027753231416223757,0.7734806629834254,Cldcvrmin,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
grocery_and_pharmacy_percent_change_from_baseline,0.3870202928914601,0.10154256946389584,And Pharmacy Percent Change From Baseline,0.048136149476197515,0.13443830570902393,Grocery,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
parks_percent_change_from_baseline,-0.030113974539991085,0.6927028517398743,Percent Change From Baseline,0.01230862568126235,0.56353591160221,Parks,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
past_deaths,-4.657963283384334,0.08419598131263206,Deaths,0.0507459107666274,0.565377532228361,Past,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
spcHumMin,-0.8355977673850233,0.37849125033874365,,0.028552080073621196,1.0,Spchummin,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
precip,60.16555279130272,0.08414149659149095,,0.059901596726716445,0.9484346224677717,Precip,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
past_cases,2.355117247012462,7.628892121792668e-80,Cases,0.7597652372693403,1.0,Past,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
windSpdMin,0.4672624845397482,0.8085422063317844,,0.007049746127850023,0.998158379373849,Windspdmin,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
snowfall,-2.011983201977678,0.9133392221621669,,0.00326142306866491,0.2154696132596685,Snowfall,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
presTendAvg,-4.119319697477892,0.9323292568816759,,0.002525999393496188,0.3370165745856354,Prestendavg,2020-05-07 19:11:11.721057,gaussian,identity,1_8_11,Cases,543,14,11,8456.555965990956,35.74860775222561,1984.2947660843067,0.4801121706774444,91.95953439416141,0.0,1,8,7,11,cases
past_deaths,0.540657894124017,3.840989340305132e-11,Deaths,0.3132381799086419,0.565377532228361,Past,2020-05-07 19:11:23.566622,gaussian,identity,1_8_11,Deaths,543,14,4,3.078770914098304,1.0364735664171036,663.7972424314308,0.49019220907996686,1.7546426741927554,0.0,1,8,7,11,deaths
cldCvrMin,0.01699504713630222,0.040564272577003194,,0.09406757239854908,0.7734806629834254,Cldcvrmin,2020-05-07 19:11:23.566622,gaussian,identity,1_8_11,Deaths,543,14,4,3.078770914098304,1.0364735664171036,663.7972424314308,0.49019220907996686,1.7546426741927554,0.0,1,8,7,11,deaths
past_cases,0.03454750383593884,4.939788917592918e-30,Cases,0.592694247692809,1.0,Past,2020-05-07 19:11:23.566622,gaussian,identity,1_8_11,Deaths,543,14,4,3.078770914098304,1.0364735664171036,663.7972424314308,0.49019220907996686,1.7546426741927554,0.0,1,8,7,11,deaths
cldCvrMin,-0.41002303171275023,0.4815438445444885,,0.02528625933445657,0.7713754646840149,Cldcvrmin,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
grocery_and_pharmacy_percent_change_from_baseline,2.0196637068871204,2.545668778091283e-06,And Pharmacy Percent Change From Baseline,0.14532440557576665,0.120817843866171,Grocery,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
parks_percent_change_from_baseline,0.05749283963476373,0.6771321735206526,Percent Change From Baseline,0.013539686816280814,0.5687732342007435,Parks,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
past_deaths,2.3675435860552563,0.5491341729619573,Deaths,0.018831887645101634,0.6059479553903345,Past,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
spcHumMin,-0.9608511026240234,0.5921315068901053,,0.018118571738440205,1.0,Spchummin,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
precip,55.99765660604287,0.31233235025100015,,0.03418929537127001,0.9553903345724907,Precip,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
past_cases,2.207278137181872,1.5245594798556298e-53,Cases,0.5928220459784415,1.0,Past,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
windSpdMin,9.76189775365107,0.005716088666011312,,0.08408337990626567,1.0,Windspdmin,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
snowfall,-25.046942431063005,0.4018970253351517,,0.02582228983618434,0.20817843866171004,Snowfall,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
snowDepth,1.3051026794858822,0.5089753924151501,,0.019847178989783644,0.26394052044609667,Snowdepth,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
presTendAvg,63.45591611351618,0.4566740389218208,,0.02213499880800898,0.34014869888475835,Prestendavg,2020-05-07 19:11:36.150404,gaussian,identity,2_9_12,Cases,538,14,12,3134.6042639192483,38.062713474124266,1822.5423211841241,0.7283092228708343,55.98753668379462,0.0,2,9,7,12,cases
past_deaths,0.5723618453110685,2.0174236291127058e-09,Deaths,0.3250649798518216,0.6059479553903345,Past,2020-05-07 19:11:50.000830,gaussian,identity,2_9_12,Deaths,538,14,5,2.79550872023224,1.0973851789354325,649.8720425997137,0.5415749614002968,1.6719774879561746,0.0,2,9,7,12,deaths
cldCvrMin,0.021515840817232987,0.0598309725705776,,0.09474107221643946,0.7713754646840149,Cldcvrmin,2020-05-07 19:11:50.000830,gaussian,identity,2_9_12,Deaths,538,14,5,2.79550872023224,1.0973851789354325,649.8720425997137,0.5415749614002968,1.6719774879561746,0.0,2,9,7,12,deaths
past_cases,0.02792716140610294,1.0733540378712946e-20,Cases,0.5355471555347193,1.0,Past,2020-05-07 19:11:50.000830,gaussian,identity,2_9_12,Deaths,538,14,5,2.79550872023224,1.0973851789354325,649.8720425997137,0.5415749614002968,1.6719774879561746,0.0,2,9,7,12,deaths
spcHumMin,-0.0331603234596735,0.36477591196878356,,0.0446467923970196,1.0,Spchummin,2020-05-07 19:11:50.000830,gaussian,identity,2_9_12,Deaths,538,14,5,2.79550872023224,1.0973851789354325,649.8720425997137,0.5415749614002968,1.6719774879561746,0.0,2,9,7,12,deaths
cldCvrMin,-0.3651578521508794,0.47559779466210517,,0.019961699257568202,0.7528301886792453,Cldcvrmin,2020-05-07 19:12:09.588225,gaussian,identity,3_10_13,Cases,530,14,12,12540.64243087638,43.31033410622111,2014.4863517902609,0.4238450478715602,111.98500984898104,0.0,3,10,7,13,cases
