names,coefficients,p_value,variable,percentage,proportion,variable_category,time,family,link,model,outcome,obs,input_n_features,reg_n_features,mse,mae,aic,r2,RMSE,delta_mae_lasso
snowDepth,-6.8140348648340545,0.10554809380010655,,0.06977644858117615,0.224105461393597,Snowdepth,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
precip,75.51319471267287,0.37823117077782353,,0.04162444946804065,0.8851224105461394,Precip,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
transit_stations_percent_change_from_baseline,-1.8220743430665194,0.000638689668198067,Stations Percent Change From Baseline,0.14687860001580516,0.018832391713747645,Transit,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
snowfall,22.426627011204456,0.708727853998345,,0.015640431276082042,0.1694915254237288,Snowfall,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
spcHumMin,-6.487626043100658,0.022859918276739888,,0.09953496586145562,1.0,Spchummin,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
cldCvrMin,0.4190457280697271,0.6098988915745069,,0.024920450872050793,0.7137476459510358,Cldcvrmin,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
grocery_and_pharmacy_percent_change_from_baseline,4.558677998371089,3.765743890925377e-12,And Pharmacy Percent Change From Baseline,0.29908253792949013,0.24858757062146894,Grocery,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
parks_percent_change_from_baseline,0.4209147624387497,0.06953969166431635,Percent Change From Baseline,0.07672326198402424,0.5536723163841808,Parks,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
deaths,30.060855498883395,0.004945455330133537,,0.11765553408229126,0.3314500941619586,Deaths,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
windSpdMin,10.708354622142387,0.023675358351950195,,0.0922926045363129,0.9868173258003766,Windspdmin,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
presTendAvg,-39.531256251994535,0.6908644959643444,,0.015870715393271013,0.4124293785310734,Prestendavg,2020-05-01 04:41:01.335194,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633259,76.12788600136687,2028.7470632805873,0.11028721765010663,112.66934361499253,0.0
transit_stations_percent_change_from_baseline,-0.016898670130425147,0.11182847705485177,Stations Percent Change From Baseline,0.07636870871367345,0.018832391713747645,Transit,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
grocery_and_pharmacy_percent_change_from_baseline,0.040218878953202385,0.0017839205769859918,And Pharmacy Percent Change From Baseline,0.14792875044229892,0.24858757062146894,Grocery,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
spcHumMin,-0.15399996884519956,0.004984924783552426,,0.1324588510558116,1.0,Spchummin,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
cldCvrMin,0.01840115814998633,0.1808462288374313,,0.061349372242824024,0.7137476459510358,Cldcvrmin,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
parks_percent_change_from_baseline,0.008847909081490721,0.058209536625694155,Percent Change From Baseline,0.09041573978910987,0.5536723163841808,Parks,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
deaths,1.4657688731200291,1.6960844793791377e-12,,0.3216229313162477,0.3314500941619586,Deaths,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
windSpdMin,0.10140236271422495,0.2833465849355744,,0.048996236111475244,0.9868173258003766,Windspdmin,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
presTendAvg,-5.369750361520629,0.006331471945057577,,0.12085941032855926,0.4124293785310734,Prestendavg,2020-05-01 04:41:08.540082,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
snowDepth,-2.213558137763006,0.6576607150799504,,0.016267771577728525,0.23308270676691728,Snowdepth,2020-05-01 04:41:15.494773,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243992,70.3323150722946,2067.2477559000745,0.455417852269106,122.78997268686038,0.0
