names,coefficients,p_value,variable,percentage,proportion,variable_category,time,family,link,model,outcome,obs,input_n_features,reg_n_features,mse,mae,aic,r2,RMSE,delta_mae_lasso
deaths,30.060855498883377,0.004945455330133537,,0.11765553408229128,0.3314500941619586,Deaths,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
grocery_and_pharmacy_percent_change_from_baseline,4.558677998371086,3.765743890925474e-12,And Pharmacy Percent Change From Baseline,0.2990825379294901,0.24858757062146894,Grocery,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
snowDepth,-6.814034864834052,0.10554809380010655,,0.06977644858117617,0.224105461393597,Snowdepth,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
spcHumMin,-6.487626043100657,0.022859918276739888,,0.09953496586145567,1.0,Spchummin,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
transit_stations_percent_change_from_baseline,-1.8220743430665172,0.0006386896681980851,Stations Percent Change From Baseline,0.14687860001580505,0.018832391713747645,Transit,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
presTendAvg,-39.53125625199455,0.6908644959643444,,0.015870715393271027,0.4124293785310734,Prestendavg,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
cldCvrMin,0.41904572806972756,0.6098988915745069,,0.02492045087205083,0.7137476459510358,Cldcvrmin,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
snowfall,22.42662701120446,0.708727853998345,,0.015640431276082053,0.1694915254237288,Snowfall,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
precip,75.51319471267286,0.37823117077782353,,0.04162444946804067,0.8851224105461394,Precip,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
parks_percent_change_from_baseline,0.4209147624387498,0.06953969166431635,Percent Change From Baseline,0.07672326198402431,0.5536723163841808,Parks,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
windSpdMin,10.708354622142382,0.0236753583519516,,0.09229260453631291,0.9868173258003766,Windspdmin,2020-05-01 05:33:43.385085,gaussian,identity,0_4_11,Day 11 Delta Cases,531,14,12,12694.380990633257,76.12788600136687,2028.7470632805873,0.11028721765010674,112.66934361499253,0.0
deaths,1.4657688731200293,1.6960844793791377e-12,,0.32162293131624764,0.3314500941619586,Deaths,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
grocery_and_pharmacy_percent_change_from_baseline,0.04021887895320237,0.0017839205769859918,And Pharmacy Percent Change From Baseline,0.14792875044229883,0.24858757062146894,Grocery,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
spcHumMin,-0.15399996884519948,0.004984924783552426,,0.1324588510558115,1.0,Spchummin,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
transit_stations_percent_change_from_baseline,-0.016898670130425127,0.11182847705485177,Stations Percent Change From Baseline,0.07636870871367334,0.018832391713747645,Transit,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
presTendAvg,-5.369750361520628,0.006331471945057577,,0.12085941032855922,0.4124293785310734,Prestendavg,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
cldCvrMin,0.018401158149986357,0.1808462288374313,,0.0613493722428241,0.7137476459510358,Cldcvrmin,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
parks_percent_change_from_baseline,0.008847909081490723,0.058209536625694155,Percent Change From Baseline,0.09041573978910987,0.5536723163841808,Parks,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
windSpdMin,0.10140236271422517,0.2833465849355744,,0.04899623611147535,0.9868173258003766,Windspdmin,2020-05-01 05:33:49.833469,gaussian,identity,0_4_11,Day 11 Delta Deaths,531,14,9,5.4799718769348935,1.7754955560085242,759.853256771816,-0.04815685776401035,2.3409339753472103,0.0
cases,7.802078462070748,7.257631386139784e-34,,0.49954655457254543,1.0,Cases,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
deaths,5.0070810286894964,0.6221167212498974,,0.017347617443924906,0.38721804511278196,Deaths,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
grocery_and_pharmacy_percent_change_from_baseline,2.8480767461475884,1.9565566539380025e-05,And Pharmacy Percent Change From Baseline,0.15681548398374012,0.17669172932330826,Grocery,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
snowDepth,-2.2135581377630045,0.6576607150799504,,0.016267771577728515,0.23308270676691728,Snowdepth,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
spcHumMin,-5.036444064635376,0.07711616256377508,,0.06898047921211195,1.0,Spchummin,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
cldCvrMin,-0.6562921401181924,0.4458249496179879,,0.03393963739458234,0.6879699248120301,Cldcvrmin,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
snowfall,1.3319755638724453,0.9790563477311203,,0.0009824398495926192,0.17857142857142858,Snowfall,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
precip,115.6383086514541,0.1798201060296285,,0.055822281692745744,0.8834586466165414,Precip,2020-05-01 05:33:56.347424,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.37739243991,70.33231507229456,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
